order_id,order_date,ship_date,ship_mode,customer_id,sales,quantity,discount,profit
CA-2016-157588,7/14/2016,7/19/2016,"Standard Class",AR-10570,51.75,1,0.00,15.53
CA-2015-154823,8/21/2015,8/25/2015,"Standard Class",KN-16390,598.46,3,0.30,-42.75
CA-2014-124618,5/2/2014,5/4/2014,"Second Class",CS-11860,479.98,2,0.20,90.00
CA-2014-106726,12/6/2014,12/8/2014,"First Class",RS-19765,1261.33,7,0.00,327.95
CA-2017-118724,7/21/2017,7/25/2017,"Second Class",AR-10825,1626.19,9,0.20,121.96
CA-2017-144596,11/6/2017,11/10/2017,"Standard Class",CD-11980,318.96,9,0.00,149.91
CA-2016-144337,8/1/2016,8/5/2016,"Second Class",SG-20890,19.65,2,0.20,6.63
US-2016-102239,5/5/2016,5/6/2016,"First Class",LW-16990,1685.88,6,0.00,320.32
CA-2017-141439,11/26/2017,12/1/2017,"Standard Class",TT-21460,1879.96,4,0.00,545.19
CA-2015-163965,11/20/2015,11/27/2015,"Standard Class",SS-20875,290.35,3,0.20,-36.29
US-2017-141558,3/11/2017,3/16/2017,"Standard Class",MH-17290,776.85,5,0.40,-181.27
CA-2017-142909,12/22/2017,12/25/2017,"Second Class",AG-10330,182.55,2,0.50,-135.09
US-2017-141677,3/26/2017,3/30/2017,"Standard Class",HK-14890,2399.96,5,0.20,569.99
CA-2017-128853,4/21/2017,4/23/2017,"First Class",JM-15250,908.82,9,0.00,227.21
CA-2016-120369,10/28/2016,10/28/2016,"Same Day",VB-21745,756.80,5,0.00,75.68
CA-2015-150770,5/3/2015,5/6/2015,"First Class",LC-16870,339.96,4,0.00,122.39
CA-2017-127397,2/24/2017,2/28/2017,"Standard Class",ES-14080,1319.80,5,0.20,214.47
CA-2017-118892,8/17/2017,8/22/2017,"Second Class",TP-21415,4416.17,9,0.30,-630.88
CA-2015-158491,6/4/2015,6/9/2015,"Second Class",BP-11155,989.97,3,0.00,395.99
CA-2016-157217,7/19/2016,7/21/2016,"First Class",TC-21535,389.97,3,0.00,132.59
CA-2015-162782,2/21/2015,2/27/2015,"Standard Class",PW-19240,2541.98,2,0.00,1270.99
CA-2014-158281,9/2/2014,9/7/2014,"Standard Class",AG-10525,559.71,3,0.40,-121.27
CA-2017-100097,11/26/2017,11/29/2017,"Second Class",MN-17935,979.95,5,0.00,264.59
US-2014-131275,3/18/2014,3/24/2014,"Standard Class",SC-20050,1856.19,7,0.00,334.11
CA-2015-113152,12/25/2015,12/30/2015,"Standard Class",JK-15625,843.90,2,0.00,371.32
CA-2017-168389,12/11/2017,12/17/2017,"Standard Class",DV-13045,721.88,6,0.45,-420.00
US-2014-115189,12/30/2014,1/3/2015,"Second Class",AR-10345,523.76,3,0.40,-192.05
CA-2016-105732,9/13/2016,9/18/2016,"Standard Class",AG-10270,1336.44,14,0.00,387.57
CA-2016-110975,12/25/2016,12/30/2016,"Standard Class",DB-12970,866.65,3,0.10,173.33
CA-2014-141649,9/30/2014,9/30/2014,"Same Day",DM-12955,795.41,6,0.20,59.66
CA-2017-121125,5/30/2017,6/3/2017,"Standard Class",MG-17890,156.79,1,0.20,17.64
CA-2017-127474,2/3/2017,2/7/2017,"Second Class",RD-19810,419.40,5,0.20,146.79
CA-2017-105669,9/17/2017,9/22/2017,"Second Class",SJ-20125,1415.76,6,0.20,88.49
CA-2015-137974,4/16/2015,4/18/2015,"First Class",LL-16840,1196.86,7,0.00,119.69
CA-2016-139997,7/1/2016,7/3/2016,"First Class",EM-14140,1499.95,5,0.00,449.99
US-2015-134558,12/19/2015,12/24/2015,"Second Class",PM-19135,2249.91,9,0.00,517.48
US-2017-112347,12/2/2017,12/6/2017,"Standard Class",BS-11380,906.68,5,0.20,68.00
CA-2014-140396,11/20/2014,11/25/2014,"Standard Class",KH-16330,833.94,6,0.00,216.82
CA-2014-114181,5/10/2014,5/14/2014,"Second Class",AF-10885,349.97,7,0.50,-216.98
US-2016-104815,9/3/2016,9/7/2016,"Standard Class",RB-19570,198.74,4,0.30,0.00
CA-2016-138597,12/18/2016,12/21/2016,"First Class",PN-18775,563.94,3,0.00,112.79
CA-2015-123113,11/23/2015,11/27/2015,"Second Class",AT-10735,2625.12,8,0.00,735.03
CA-2014-163223,3/21/2014,3/25/2014,"Standard Class",KH-16690,3499.93,7,0.00,909.98
CA-2016-158778,9/5/2016,9/9/2016,"Standard Class",DB-13210,887.27,3,0.30,-63.38
CA-2016-101791,5/27/2016,5/31/2016,"Standard Class",BS-11665,1297.37,9,0.20,97.30
US-2017-158526,12/29/2017,1/1/2018,"Second Class",KH-16360,1207.84,8,0.00,314.04
US-2014-115196,9/9/2014,9/13/2014,"Standard Class",DL-12925,1299.99,2,0.50,-572.00
CA-2015-101889,12/27/2015,12/31/2015,"Standard Class",DB-13120,1548.99,9,0.40,-464.70
US-2016-140158,10/4/2016,10/8/2016,"Standard Class",DR-12940,5399.91,9,0.00,2591.96
CA-2014-133592,12/31/2014,1/7/2015,"Standard Class",KM-16375,1687.80,4,0.00,742.63
CA-2015-120782,4/28/2015,5/1/2015,"First Class",SD-20485,3812.97,3,0.00,1906.49
CA-2016-114601,8/26/2016,9/2/2016,"Standard Class",AA-10480,479.97,3,0.00,163.19
CA-2017-100902,11/17/2017,11/21/2017,"Standard Class",CK-12595,431.16,5,0.20,107.79
US-2017-118941,8/12/2017,8/12/2017,"Same Day",BB-11545,1779.90,5,0.00,373.78
CA-2017-154088,11/12/2017,11/17/2017,"Standard Class",LB-16735,26.72,5,0.20,9.35
CA-2016-108196,11/25/2016,12/2/2016,"Standard Class",CS-12505,4499.99,5,0.70,-6599.98
CA-2016-162236,11/4/2016,11/6/2016,"Second Class",ER-13855,876.30,10,0.40,-292.10
US-2017-109316,6/8/2017,6/10/2017,"First Class",MG-17680,1497.67,2,0.15,140.96
CA-2016-138478,10/21/2016,10/26/2016,"Second Class",DP-13390,4535.98,3,0.20,1644.29
CA-2017-152436,12/8/2017,12/10/2017,"Second Class",CW-11905,592.74,6,0.00,160.04
US-2014-137869,3/28/2014,4/2/2014,"Standard Class",CV-12295,1184.72,4,0.00,106.62
CA-2014-158470,4/19/2014,4/23/2014,"Second Class",AG-10390,71.28,11,0.00,34.21
CA-2015-125976,9/27/2015,10/2/2015,"Standard Class",JK-15205,1871.88,12,0.00,561.56
CA-2016-101672,10/3/2016,10/7/2016,"Standard Class",DB-12910,915.14,4,0.20,102.95
CA-2017-128363,8/13/2017,8/18/2017,"Standard Class",DC-12850,1614.58,6,0.70,-1237.85
CA-2016-149762,12/3/2016,12/7/2016,"Standard Class",RD-19720,268.70,3,0.20,6.72
CA-2017-165323,6/17/2017,6/21/2017,"Standard Class",SR-20740,3404.50,5,0.00,1668.21
CA-2015-110891,11/20/2015,11/24/2015,"Standard Class",PO-19195,344.37,4,0.30,-93.47
CA-2017-167549,7/25/2017,7/27/2017,"First Class",EM-14200,298.12,6,0.30,-4.26
CA-2017-166093,8/17/2017,8/24/2017,"Standard Class",RW-19540,2518.29,9,0.00,654.76
CA-2015-145814,11/19/2015,11/24/2015,"Standard Class",KD-16345,861.76,4,0.00,249.91
CA-2017-131807,10/5/2017,10/10/2017,"Standard Class",GG-14650,435.17,4,0.20,-59.84
CA-2017-104864,11/18/2017,11/23/2017,"Second Class",JS-15685,389.06,4,0.20,48.63
CA-2014-113383,9/10/2014,9/13/2014,"First Class",SF-20065,254.90,5,0.00,76.47
US-2017-105998,11/3/2017,11/5/2017,"First Class",CR-12580,1673.18,12,0.20,20.91
CA-2015-110863,11/17/2015,11/24/2015,"Standard Class",AA-10645,1323.90,5,0.00,383.93
CA-2015-132465,9/11/2015,9/15/2015,"Second Class",DM-13525,772.68,4,0.00,108.18
CA-2017-121489,8/21/2017,8/25/2017,"Second Class",CM-11815,572.58,6,0.00,34.35
CA-2016-169663,3/10/2016,3/13/2016,"First Class",RH-19510,3357.60,3,0.20,377.73
CA-2015-149846,5/22/2015,5/26/2015,"Standard Class",SB-20185,2973.32,7,0.20,334.50
CA-2017-159149,2/17/2017,2/19/2017,"First Class",CR-12820,438.34,4,0.20,-87.67
US-2017-106551,7/22/2017,7/27/2017,"Standard Class",EB-13930,526.34,4,0.30,-75.19
CA-2016-116722,11/11/2016,11/16/2016,"Standard Class",LP-17080,451.15,3,0.20,0.00
CA-2016-118073,8/12/2016,8/16/2016,"Standard Class",CS-12490,562.29,7,0.45,-255.59
CA-2016-102561,7/18/2016,7/22/2016,"Standard Class",NK-18490,284.08,10,0.20,24.86
CA-2016-100993,2/5/2016,2/10/2016,"Standard Class",AZ-10750,557.73,4,0.20,6.97
CA-2017-140151,3/23/2017,3/25/2017,"First Class",RB-19360,13999.96,4,0.00,6719.98
CA-2016-131296,10/4/2016,10/9/2016,"Standard Class",MS-17830,239.37,2,0.30,-23.94
CA-2016-103464,11/18/2016,11/22/2016,"Standard Class",PG-18820,595.00,5,0.00,95.20
CA-2015-120915,9/28/2015,10/3/2015,"Second Class",JJ-15445,307.98,2,0.00,89.31
CA-2015-119879,11/21/2015,11/25/2015,"Standard Class",SS-20410,1252.70,8,0.40,-480.20
CA-2015-114811,11/8/2015,11/8/2015,"Same Day",KD-16495,4643.80,4,0.00,2229.02
CA-2015-141565,9/20/2015,9/24/2015,"Standard Class",BG-11035,1369.76,6,0.70,-913.18
CA-2016-162355,6/30/2016,7/2/2016,"Second Class",PF-19165,1266.86,7,0.00,291.38
CA-2014-109897,8/12/2014,8/16/2014,"Standard Class",BW-11200,806.34,8,0.20,50.40
CA-2016-133816,5/10/2016,5/13/2016,"Second Class",CS-12400,743.99,2,0.40,-124.00
CA-2017-121790,1/30/2017,2/6/2017,"Standard Class",LP-17095,2003.17,4,0.20,250.40
CA-2016-169670,12/25/2016,12/31/2016,"Standard Class",JE-15715,2563.06,8,0.10,313.26
CA-2017-146192,4/22/2017,4/26/2017,"Standard Class",BD-11725,675.06,3,0.00,87.76
CA-2015-154284,12/21/2015,12/26/2015,"Second Class",SZ-20035,637.44,8,0.20,135.46
US-2017-167318,7/26/2017,8/1/2017,"Standard Class",GZ-14545,1649.95,5,0.00,659.98
CA-2017-135419,11/3/2017,11/9/2017,"Standard Class",BG-11740,486.37,4,0.20,36.48
US-2017-105935,1/26/2017,1/31/2017,"Standard Class",BD-11500,2939.93,7,0.00,764.38
CA-2017-147207,1/2/2017,1/4/2017,"Second Class",TS-21655,913.43,5,0.30,-169.64
CA-2017-137631,4/28/2017,5/2/2017,"Standard Class",JL-15235,751.98,2,0.20,84.60
CA-2016-163048,2/8/2016,2/15/2016,"Standard Class",MH-17440,241.50,4,0.30,0.00
CA-2016-142594,12/1/2016,12/6/2016,"Second Class",EJ-14155,901.95,3,0.00,297.64
CA-2015-110814,12/5/2015,12/9/2015,"Second Class",BD-11635,232.40,5,0.20,78.44
CA-2017-140480,7/8/2017,7/12/2017,"Standard Class",HE-14800,174.95,5,0.00,45.49
CA-2016-130820,11/15/2016,11/15/2016,"Same Day",ON-18715,630.02,4,0.40,-199.51
CA-2017-150091,10/12/2017,10/16/2017,"Standard Class",NP-18670,2154.90,5,0.00,129.29
CA-2014-131387,4/28/2014,4/30/2014,"First Class",AI-10855,1679.96,5,0.20,126.00
CA-2016-125087,4/18/2016,4/23/2016,"Standard Class",TH-21115,1554.94,3,0.20,77.75
CA-2015-101000,4/9/2015,4/14/2015,"Standard Class",IG-15085,370.14,3,0.00,144.35
US-2016-164196,11/11/2016,11/17/2016,"Standard Class",AS-10285,2678.94,6,0.00,241.10
CA-2015-145758,10/30/2015,10/30/2015,"Same Day",BF-11020,1035.80,4,0.00,269.31
CA-2016-158841,2/2/2016,2/4/2016,"Second Class",SE-20110,8749.95,5,0.00,2799.98
CA-2014-169061,3/5/2014,3/8/2014,"Second Class",AB-10150,479.97,3,0.00,177.59
CA-2017-118003,12/4/2017,12/10/2017,"Standard Class",DO-13645,302.94,3,0.00,18.18
CA-2017-147354,3/9/2017,3/13/2017,"Standard Class",KB-16315,479.98,2,0.20,60.00
CA-2016-102092,12/9/2016,12/11/2016,"First Class",PM-18940,1056.86,7,0.00,158.53
CA-2015-117884,3/22/2015,3/22/2015,"Same Day",DC-13285,447.94,7,0.20,89.59
CA-2016-123540,4/2/2016,4/6/2016,"Second Class",DJ-13420,1454.90,5,0.00,378.27
CA-2016-162390,12/6/2016,12/12/2016,"Standard Class",DP-13105,968.74,7,0.20,314.84
CA-2014-121629,11/28/2014,12/2/2014,"Standard Class",BT-11680,998.85,5,0.40,-199.77
CA-2017-146164,12/22/2017,12/26/2017,"Standard Class",CM-12190,607.52,2,0.00,97.20
CA-2017-162015,7/11/2017,7/18/2017,"Standard Class",KB-16240,1287.45,5,0.00,244.62
CA-2014-151946,6/4/2014,6/9/2014,"Standard Class",BT-11440,353.57,2,0.20,-44.20
CA-2016-107783,7/28/2016,7/29/2016,"First Class",OT-18730,1369.76,6,0.70,-913.18
CA-2014-160094,4/30/2014,5/2/2014,"First Class",JM-16195,826.00,5,0.00,214.76
CA-2016-164574,7/29/2016,8/3/2016,"Standard Class",RH-19555,704.76,5,0.20,26.43
CA-2017-124765,11/25/2017,11/30/2017,"Standard Class",HZ-14950,723.92,5,0.20,-81.44
CA-2016-163951,12/30/2016,1/2/2017,"First Class",CJ-11875,16.52,5,0.20,1.65
CA-2017-163265,2/16/2017,2/21/2017,"Standard Class",JS-16030,600.56,3,0.30,-8.58
CA-2016-143805,12/1/2016,12/3/2016,"Second Class",JD-15895,2104.55,7,0.00,694.50
CA-2016-136770,8/14/2016,8/18/2016,"Standard Class",SP-20650,279.96,5,0.20,48.99
CA-2017-119284,6/15/2017,6/20/2017,"Standard Class",TS-21205,2239.94,8,0.20,223.99
CA-2017-116988,6/27/2017,6/29/2017,"Second Class",PW-19030,1287.45,5,0.00,244.62
US-2015-163825,6/16/2015,6/19/2015,"First Class",LC-16885,3050.38,3,0.20,1143.89
CA-2016-159891,1/31/2016,2/6/2016,"Standard Class",BF-11170,1270.99,1,0.00,635.50
CA-2017-115882,9/14/2017,9/17/2017,"First Class",DB-13555,942.78,4,0.20,94.28
CA-2015-133585,3/1/2015,3/4/2015,"First Class",CM-12715,1228.00,6,0.32,-36.12
CA-2017-162075,3/18/2017,3/24/2017,"Standard Class",TT-21220,537.54,7,0.20,47.04
CA-2014-162992,12/19/2014,12/21/2014,"First Class",BP-11095,583.80,5,0.20,72.98
US-2016-150140,4/6/2016,4/10/2016,"Standard Class",VM-21685,1294.75,5,0.00,336.64
CA-2014-116666,5/8/2014,5/10/2014,"First Class",KT-16480,1799.97,5,0.40,240.00
CA-2016-140935,11/10/2016,11/12/2016,"First Class",AB-10015,341.96,2,0.00,54.71
CA-2017-100622,11/3/2017,11/7/2017,"Standard Class",DK-13090,959.98,2,0.20,311.99
CA-2015-153423,6/22/2015,6/27/2015,"Standard Class",SW-20455,1217.57,2,0.20,456.59
CA-2017-135909,10/13/2017,10/20/2017,"Standard Class",JW-15220,5083.96,5,0.20,1906.49
CA-2016-158260,11/4/2016,11/8/2016,"Standard Class",CC-12475,686.40,2,0.20,77.22
US-2015-107944,3/23/2015,3/25/2015,"First Class",AM-10360,239.97,3,0.00,86.39
CA-2016-147256,10/17/2016,10/21/2016,"Second Class",FC-14245,1927.59,7,0.00,751.76
CA-2015-111038,12/1/2015,12/6/2015,"Standard Class",LC-16960,2676.67,9,0.20,267.67
CA-2015-163237,8/7/2015,8/9/2015,"Second Class",EM-14095,494.97,3,0.00,148.49
US-2016-144057,5/9/2016,5/13/2016,"Standard Class",CV-12805,856.66,6,0.20,107.08
CA-2016-168032,1/30/2016,2/3/2016,"Standard Class",DF-13135,1439.97,4,0.20,144.00
CA-2017-130036,8/27/2017,8/27/2017,"Same Day",BP-11185,1119.89,14,0.20,209.98
CA-2017-111717,10/10/2017,10/16/2017,"Standard Class",SW-20245,239.36,3,0.30,-47.87
CA-2017-150910,12/22/2017,12/28/2017,"Standard Class",JL-15130,934.96,6,0.40,-249.32
CA-2017-105620,12/25/2017,12/28/2017,"First Class",JH-15430,120.00,2,0.50,-7.20
CA-2016-157280,11/5/2016,11/7/2016,"First Class",LW-17125,756.80,5,0.00,75.68
US-2015-128587,12/24/2015,12/30/2015,"Standard Class",HM-14860,4899.93,7,0.00,2302.97
CA-2017-159100,10/16/2017,10/21/2017,"Standard Class",VP-21760,1875.26,7,0.40,-968.88
CA-2016-117121,12/17/2016,12/21/2016,"Standard Class",AB-10105,9892.74,13,0.00,4946.37
CA-2014-114335,9/28/2014,10/3/2014,"Standard Class",XP-21865,337.09,4,0.20,16.85
CA-2016-168830,11/7/2016,11/13/2016,"Standard Class",ML-17395,479.97,3,0.00,163.19
CA-2015-160227,11/2/2015,11/4/2015,"First Class",ED-13885,2621.32,11,0.10,553.39
CA-2015-162950,6/28/2015,7/3/2015,"Second Class",DW-13585,482.94,6,0.50,-376.69
CA-2015-132941,5/25/2015,5/28/2015,"First Class",MM-18280,207.98,2,0.20,36.40
CA-2017-153045,1/19/2017,1/24/2017,"Second Class",NS-18505,887.27,3,0.30,-63.38
CA-2014-106971,9/2/2014,9/8/2014,"Standard Class",BM-11785,475.94,7,0.20,95.19
CA-2016-139409,9/5/2016,9/7/2016,"First Class",FW-14395,43.60,4,0.00,12.21
US-2016-165505,1/23/2016,1/27/2016,"Standard Class",CB-12535,1564.29,13,0.00,406.72
CA-2016-100300,6/24/2016,6/26/2016,"Second Class",MJ-17740,4476.80,4,0.20,503.64
US-2016-155768,12/1/2016,12/1/2016,"Same Day",LB-16795,1112.94,3,0.00,222.59
CA-2017-156776,8/7/2017,8/11/2017,"Standard Class",JL-15505,1473.10,5,0.00,412.47
CA-2015-141810,11/2/2015,11/7/2015,"Standard Class",BB-10990,344.70,2,0.20,38.78
CA-2014-103310,5/10/2014,5/15/2014,"Standard Class",GM-14680,1432.00,5,0.20,125.30
CA-2017-103212,10/13/2017,10/14/2017,"First Class",MH-18025,1504.52,4,0.00,346.04
CA-2016-127761,11/10/2016,11/14/2016,"Standard Class",SW-20275,881.93,7,0.00,220.48
CA-2015-124499,10/9/2015,10/13/2015,"Standard Class",FM-14380,389.97,3,0.00,35.10
US-2017-102183,8/21/2017,8/28/2017,"Standard Class",PK-19075,4305.55,6,0.20,1453.12
CA-2017-146983,9/2/2017,9/6/2017,"Standard Class",AH-10210,1577.94,3,0.00,757.41
CA-2016-166772,9/20/2016,9/24/2016,"Standard Class",HJ-14875,163.88,2,0.00,40.97
US-2017-165456,11/30/2017,12/3/2017,"First Class",TB-21625,1079.32,6,0.30,-15.42
CA-2017-121853,9/23/2017,9/29/2017,"Standard Class",DB-13660,594.82,2,0.20,59.48
CA-2016-114860,12/22/2016,12/28/2016,"Standard Class",DN-13690,842.72,8,0.00,202.25
CA-2017-111591,3/21/2017,3/25/2017,"Standard Class",PS-18970,359.32,4,0.00,7.19
CA-2014-108147,6/8/2014,6/13/2014,"Standard Class",RD-19480,1676.88,6,0.00,83.84
US-2017-127292,1/19/2017,1/23/2017,"Standard Class",RM-19375,542.94,3,0.00,152.02
CA-2014-125997,9/20/2014,9/23/2014,"First Class",MW-18220,1349.91,9,0.00,661.46
CA-2017-162789,9/22/2017,9/24/2017,"Second Class",LC-17140,1071.00,9,0.00,171.36
CA-2015-164777,1/27/2015,1/29/2015,"First Class",SC-20305,2803.92,5,0.20,0.00
CA-2014-116246,9/12/2014,9/17/2014,"Second Class",LW-17215,3785.29,6,0.10,420.59
CA-2014-165477,12/29/2014,12/31/2014,"Second Class",RE-19405,48.36,5,0.20,6.05
CA-2015-156566,10/1/2015,10/4/2015,"First Class",EM-13960,572.80,2,0.20,50.12
CA-2016-105207,1/3/2016,1/8/2016,"Standard Class",BO-11350,1592.85,7,0.00,350.43
CA-2016-125220,10/14/2016,10/19/2016,"Standard Class",BE-11410,1649.75,5,0.00,544.42
CA-2017-156958,12/5/2017,12/6/2017,"First Class",PB-18805,199.90,5,0.00,39.98
CA-2015-135251,8/6/2015,8/10/2015,"Standard Class",RP-19270,369.20,3,0.32,-114.02
CA-2015-147690,11/10/2015,11/14/2015,"Standard Class",SC-20020,577.58,6,0.20,43.32
CA-2015-163923,5/30/2015,6/3/2015,"Standard Class",BD-11560,151.96,4,0.00,36.47
CA-2016-129280,5/3/2016,5/5/2016,"First Class",SM-20905,431.98,3,0.20,-75.60
CA-2014-130428,3/31/2014,3/31/2014,"Same Day",TG-21640,1125.49,7,0.20,98.48
CA-2015-143147,5/26/2015,5/28/2015,"Second Class",PS-18760,399.54,2,0.40,-79.91
CA-2017-152975,9/14/2017,9/16/2017,"First Class",RB-19705,1079.85,3,0.00,323.96
CA-2016-107475,6/7/2016,6/11/2016,"Standard Class",RS-19870,9.65,6,0.20,3.50
CA-2014-119172,5/11/2014,5/15/2014,"Standard Class",HD-14785,104.58,9,0.80,-172.56
CA-2014-128524,11/11/2014,11/13/2014,"First Class",MZ-17515,2033.58,2,0.20,762.59
CA-2014-151330,10/14/2014,10/17/2014,"First Class",TC-21295,1628.82,9,0.00,260.61
CA-2014-124702,11/18/2014,11/25/2014,"Standard Class",MH-17785,730.20,4,0.00,94.93
CA-2015-116638,1/28/2015,1/31/2015,"Second Class",JH-15985,4297.64,13,0.40,-1862.31
CA-2016-107104,11/26/2016,11/30/2016,"Standard Class",MS-17365,3406.66,8,0.15,160.31
CA-2016-160717,6/6/2016,6/11/2016,"Standard Class",ME-17320,3023.93,9,0.20,226.79
CA-2016-114867,12/23/2016,12/28/2016,"Standard Class",FM-14290,1499.97,5,0.40,-374.99
CA-2015-130113,12/27/2015,12/31/2015,"Standard Class",AH-10030,668.16,9,0.20,75.17
US-2017-135986,6/20/2017,6/27/2017,"Standard Class",PG-18895,503.96,4,0.00,125.99
CA-2017-154116,12/15/2017,12/19/2017,"Standard Class",KM-16660,196.78,3,0.20,14.76
CA-2014-114251,11/5/2014,11/10/2014,"Standard Class",MD-17350,1080.10,6,0.20,-94.51
CA-2017-167395,12/2/2017,12/4/2017,"First Class",KM-16720,979.95,5,0.00,284.19
CA-2014-111962,9/29/2014,10/4/2014,"Standard Class",EB-14170,807.75,5,0.00,153.47
US-2015-100069,6/29/2015,7/3/2015,"Standard Class",NF-18475,269.98,2,0.00,72.89
CA-2015-117086,11/8/2015,11/12/2015,"Standard Class",QJ-19255,4404.90,5,0.00,1013.13
CA-2016-146913,10/31/2016,11/5/2016,"Standard Class",SF-20965,1403.92,5,0.20,70.20
CA-2014-169019,7/26/2014,7/30/2014,"Standard Class",LF-17185,2177.58,8,0.80,-3701.89
CA-2015-162201,6/8/2015,6/12/2015,"Standard Class",AG-10495,516.96,4,0.20,-6.46
CA-2017-130302,9/14/2017,9/19/2017,"Standard Class",CY-12745,895.94,7,0.20,190.39
US-2016-125402,9/25/2016,10/1/2016,"Standard Class",DL-12865,483.14,4,0.20,60.39
CA-2015-164301,3/26/2015,3/30/2015,"Standard Class",EB-13840,3393.68,8,0.00,610.86
US-2017-166324,4/20/2017,4/21/2017,"First Class",BE-11455,848.54,4,0.20,-21.21
CA-2016-122581,8/21/2016,8/25/2016,"Standard Class",JK-15370,573.17,7,0.10,63.69
CA-2017-117646,8/21/2017,8/25/2017,"Standard Class",SC-20845,237.10,3,0.20,20.75
US-2015-129007,9/13/2015,9/15/2015,"First Class",KD-16615,717.72,3,0.20,71.77
CA-2015-159534,3/20/2015,3/23/2015,"First Class",DH-13075,1087.94,8,0.20,353.58
CA-2016-129630,9/4/2016,9/4/2016,"Same Day",IM-15055,2799.96,5,0.20,944.99
CA-2017-121559,6/1/2017,6/3/2017,"Second Class",HW-14935,2405.20,8,0.00,793.72
CA-2017-153871,12/11/2017,12/17/2017,"Standard Class",RB-19435,735.98,2,0.00,331.19
US-2016-103674,12/6/2016,12/10/2016,"Standard Class",AP-10720,437.47,14,0.20,153.12
