order_id,order_date,ship_date,ship_mode,customer_id,sales,quantity,discount,profit,avg_sales
CA-2014-124646,6/22/2014,6/24/2014,"First Class",DV-13465,501.81,3,0.00,0.00,234.413360
CA-2017-166296,3/13/2017,3/19/2017,"Standard Class",KF-16285,314.55,3,0.00,150.98,234.413360
US-2017-137491,11/19/2017,11/25/2017,"Standard Class",LC-16930,305.31,2,0.30,-8.72,234.413360
CA-2016-128818,5/7/2016,5/11/2016,"Standard Class",CJ-12010,442.76,4,0.10,59.04,234.413360
CA-2016-128818,5/7/2016,5/11/2016,"Standard Class",CJ-12010,3999.95,5,0.00,1159.99,234.413360
CA-2017-143063,8/10/2017,8/15/2017,"Standard Class",IL-15100,1454.49,9,0.00,378.17,234.413360
US-2014-165659,6/1/2014,6/6/2014,"Standard Class",LT-17110,881.93,7,0.00,229.30,234.413360
CA-2014-125556,11/14/2014,11/16/2014,"Second Class",ML-17410,832.93,7,0.00,233.22,234.413360
CA-2017-129378,10/1/2017,10/2/2017,"First Class",NS-18505,241.96,2,0.00,60.49,234.413360
CA-2017-130841,7/28/2017,8/1/2017,"Standard Class",MH-17620,1145.60,4,0.20,100.24,234.413360
CA-2015-131884,12/6/2015,12/6/2015,"Same Day",DK-13375,485.94,2,0.40,-89.09,234.413360
CA-2016-139157,10/1/2016,10/5/2016,"Standard Class",GM-14680,330.59,1,0.40,-115.71,234.413360
CA-2014-128055,3/31/2014,4/5/2014,"Standard Class",AA-10315,673.57,2,0.20,252.59,234.413360
CA-2017-157091,6/26/2017,7/1/2017,"Standard Class",DB-13405,526.45,5,0.00,31.59,234.413360
CA-2015-123232,12/14/2015,12/16/2015,"Second Class",DJ-13630,319.97,4,0.20,36.00,234.413360
CA-2016-146633,11/15/2016,11/17/2016,"Second Class",TG-21310,1016.79,1,0.20,381.30,234.413360
US-2016-126893,11/26/2016,12/1/2016,"Standard Class",CT-11995,494.98,3,0.40,-115.50,234.413360
CA-2017-103380,11/21/2017,11/25/2017,"Standard Class",BF-11005,659.98,3,0.20,49.50,234.413360
CA-2015-116092,2/15/2015,2/18/2015,"Second Class",JM-16195,541.44,6,0.00,157.02,234.413360
CA-2016-164091,9/17/2016,9/22/2016,"Standard Class",LA-16780,437.85,3,0.00,131.36,234.413360
CA-2017-105214,6/16/2017,6/19/2017,"First Class",TS-21610,1212.96,7,0.20,90.97,234.413360
CA-2015-117611,11/8/2015,11/10/2015,"Second Class",MZ-17335,371.97,3,0.00,66.95,234.413360
CA-2017-122994,2/6/2017,2/9/2017,"First Class",MV-17485,359.97,3,0.00,79.19,234.413360
CA-2016-131065,11/14/2016,11/16/2016,"Second Class",AA-10375,499.98,2,0.00,115.00,234.413360
CA-2015-142944,3/6/2015,3/11/2015,"Standard Class",JL-15850,435.26,7,0.00,95.76,234.413360
CA-2015-142944,3/6/2015,3/11/2015,"Standard Class",JL-15850,1119.98,2,0.20,377.99,234.413360
CA-2014-104283,6/27/2014,7/1/2014,"Standard Class",LM-17065,306.20,5,0.00,0.00,234.413360
CA-2017-142622,10/30/2017,11/2/2017,"First Class",JK-15625,614.27,8,0.20,-23.04,234.413360
CA-2017-115154,1/8/2017,1/11/2017,"First Class",RS-19420,892.98,2,0.00,80.37,234.413360
CA-2015-149342,4/20/2015,4/25/2015,"Standard Class",TS-21160,287.97,3,0.00,77.75,234.413360
CA-2015-113145,11/1/2015,11/5/2015,"Standard Class",VD-21670,259.70,5,0.00,106.48,234.413360
CA-2015-113145,11/1/2015,11/5/2015,"Standard Class",VD-21670,1399.93,7,0.00,601.97,234.413360
CA-2015-113145,11/1/2015,11/5/2015,"Standard Class",VD-21670,503.96,4,0.00,125.99,234.413360
CA-2016-106558,1/17/2016,1/21/2016,"Standard Class",DL-13495,316.00,4,0.00,31.60,234.413360
CA-2017-157931,9/17/2017,9/22/2017,"Second Class",MO-17800,723.92,4,0.00,188.22,234.413360
CA-2017-116225,11/5/2017,11/9/2017,"Standard Class",SV-20935,390.75,5,0.00,171.93,234.413360
US-2017-120418,6/11/2017,6/12/2017,"First Class",BC-11125,280.79,1,0.20,35.10,234.413360
CA-2017-122035,7/20/2017,7/25/2017,"Standard Class",EM-13825,416.32,2,0.00,112.41,234.413360
CA-2017-122035,7/20/2017,7/25/2017,"Standard Class",EM-13825,389.97,3,0.00,132.59,234.413360
CA-2017-165491,3/20/2017,3/24/2017,"Standard Class",HW-14935,265.93,7,0.00,63.82,234.413360
CA-2015-109470,12/31/2015,1/3/2016,"Second Class",KC-16255,364.80,12,0.00,167.81,234.413360
US-2015-147739,12/25/2015,12/29/2015,"Standard Class",JD-16150,547.14,4,0.20,-68.39,234.413360
CA-2017-169285,3/21/2017,3/25/2017,"Standard Class",RW-19690,277.40,5,0.00,133.15,234.413360
CA-2017-152695,12/10/2017,12/10/2017,"Same Day",CC-12220,426.79,7,0.00,123.77,234.413360
CA-2016-119025,2/22/2016,2/28/2016,"Standard Class",PV-18985,490.32,9,0.00,137.29,234.413360
CA-2016-159373,3/13/2016,3/18/2016,"Standard Class",LT-17110,557.59,5,0.30,0.00,234.413360
CA-2015-111514,8/31/2015,9/2/2015,"First Class",SC-20260,1552.83,7,0.15,200.95,234.413360
CA-2015-111514,8/31/2015,9/2/2015,"First Class",SC-20260,239.98,3,0.20,80.99,234.413360
US-2014-148838,3/17/2014,3/21/2014,"Standard Class",CP-12340,1579.75,7,0.40,-447.59,234.413360
US-2014-148838,3/17/2014,3/21/2014,"Standard Class",CP-12340,1071.58,4,0.40,-553.65,234.413360
US-2014-148838,3/17/2014,3/21/2014,"Standard Class",CP-12340,613.91,3,0.40,-122.78,234.413360
CA-2017-155152,7/7/2017,7/9/2017,"Second Class",MP-17965,252.00,4,0.00,93.24,234.413360
CA-2016-159940,7/7/2016,7/11/2016,"Second Class",BF-11020,253.37,2,0.30,-14.48,234.413360
US-2017-117534,3/25/2017,3/26/2017,"First Class",CV-12295,479.98,2,0.20,60.00,234.413360
US-2015-127040,12/6/2015,12/10/2015,"Standard Class",SG-20605,1619.91,9,0.00,97.19,234.413360
CA-2017-147361,9/9/2017,9/15/2017,"Standard Class",SB-20290,628.81,7,0.00,12.58,234.413360
US-2016-110170,9/27/2016,10/3/2016,"Standard Class",HM-14860,956.66,7,0.32,-225.10,234.413360
CA-2017-108574,10/7/2017,10/11/2017,"Standard Class",MG-18145,1115.91,9,0.00,200.86,234.413360
CA-2017-144589,1/20/2017,1/25/2017,"Standard Class",TM-21010,359.98,3,0.20,130.49,234.413360
CA-2014-151295,11/12/2014,11/16/2014,"Standard Class",JA-15970,629.06,3,0.20,31.45,234.413360
CA-2016-156300,12/29/2016,1/2/2017,"Standard Class",TB-21595,754.45,5,0.00,60.36,234.413360
CA-2015-146087,7/6/2015,7/11/2015,"Standard Class",PP-18955,301.96,2,0.00,60.39,234.413360
CA-2017-168655,10/12/2017,10/18/2017,"Standard Class",ML-18040,595.00,5,0.00,95.20,234.413360
CA-2016-107202,5/21/2016,5/28/2016,"Standard Class",LC-16930,2396.40,10,0.20,179.73,234.413360
US-2017-147669,12/25/2017,12/30/2017,"Standard Class",SV-20935,273.06,2,0.40,-104.67,234.413360
CA-2014-148586,3/25/2014,4/1/2014,"Standard Class",AZ-10750,366.79,7,0.10,65.21,234.413360
CA-2015-154746,11/14/2015,11/17/2015,"First Class",PJ-18835,826.11,3,0.00,322.18,234.413360
CA-2017-140053,7/3/2017,7/10/2017,"Standard Class",CA-12265,545.85,9,0.00,114.63,234.413360
CA-2016-146934,5/22/2016,5/27/2016,"Standard Class",AF-10870,345.00,5,0.00,86.25,234.413360
CA-2016-146934,5/22/2016,5/27/2016,"Standard Class",AF-10870,662.84,4,0.00,172.34,234.413360
CA-2016-146934,5/22/2016,5/27/2016,"Standard Class",AF-10870,257.98,2,0.00,74.81,234.413360
CA-2016-119165,10/31/2016,11/6/2016,"Standard Class",BD-11320,492.84,5,0.30,-14.08,234.413360
CA-2015-128027,9/14/2015,9/17/2015,"Second Class",CM-12385,269.49,3,0.00,5.39,234.413360
CA-2017-128755,5/4/2017,5/8/2017,"Standard Class",MK-18160,571.44,4,0.00,165.72,234.413360
US-2016-135923,1/22/2016,1/28/2016,"Standard Class",CM-11935,451.14,4,0.20,-67.67,234.413360
CA-2016-114972,11/3/2016,11/6/2016,"First Class",PF-19225,1101.48,4,0.00,429.58,234.413360
CA-2017-102750,9/4/2017,9/8/2017,"Second Class",GM-14695,1322.35,3,0.20,-99.18,234.413360
CA-2017-147956,12/24/2017,12/31/2017,"Standard Class",AH-10210,1003.62,6,0.00,0.00,234.413360
CA-2017-126067,8/28/2017,9/3/2017,"Standard Class",KN-16705,1137.75,5,0.00,250.31,234.413360
CA-2015-141040,10/9/2015,10/13/2015,"Second Class",TB-21250,631.96,4,0.00,303.34,234.413360
CA-2014-144624,11/19/2014,11/23/2014,"Standard Class",JM-15865,4548.81,7,0.00,1228.18,234.413360
CA-2016-146206,9/10/2016,9/14/2016,"Second Class",KT-16480,300.93,5,0.30,-34.39,234.413360
CA-2016-146206,9/10/2016,9/14/2016,"Second Class",KT-16480,719.96,5,0.20,54.00,234.413360
CA-2014-136644,6/16/2014,6/22/2014,"Standard Class",SC-20575,647.84,8,0.00,32.39,234.413360
CA-2014-143917,7/25/2014,7/27/2014,"Second Class",KL-16645,8187.65,5,0.00,327.51,234.413360
CA-2017-163902,3/2/2017,3/8/2017,"Standard Class",MY-17380,479.94,6,0.00,52.79,234.413360
CA-2016-136812,11/18/2016,11/23/2016,"Standard Class",AW-10930,1117.92,4,0.00,55.90,234.413360
CA-2014-106572,9/5/2014,9/10/2014,"Standard Class",NP-18700,264.32,2,0.20,19.82,234.413360
CA-2014-128888,11/15/2014,11/22/2014,"Standard Class",PB-19105,604.66,9,0.20,204.07,234.413360
CA-2016-124352,10/15/2016,10/21/2016,"Standard Class",CD-12790,868.59,3,0.00,251.89,234.413360
CA-2014-111500,8/17/2014,8/21/2014,"Standard Class",DJ-13510,339.96,4,0.00,122.39,234.413360
US-2017-117723,8/15/2017,8/18/2017,"Second Class",DL-13495,1801.63,6,0.20,-337.81,234.413360
CA-2015-168746,1/27/2015,1/29/2015,"Second Class",SV-20365,431.98,4,0.40,-100.79,234.413360
CA-2015-113404,7/16/2015,7/16/2015,"Same Day",EM-13810,1348.70,6,0.20,-219.16,234.413360
CA-2015-113404,7/16/2015,7/16/2015,"Same Day",EM-13810,700.15,3,0.20,78.77,234.413360
US-2015-128090,8/16/2015,8/22/2015,"Standard Class",JM-15865,1879.96,5,0.20,211.50,234.413360
US-2015-128090,8/16/2015,8/22/2015,"Standard Class",JM-15865,313.02,8,0.20,105.65,234.413360
CA-2017-101042,11/19/2017,11/23/2017,"Standard Class",AB-10105,821.88,6,0.00,213.69,234.413360
CA-2016-118626,8/15/2016,8/20/2016,"Standard Class",JC-15775,705.54,7,0.20,70.55,234.413360
CA-2015-147788,5/31/2015,6/4/2015,"Standard Class",TM-21010,1406.86,7,0.00,140.69,234.413360
CA-2015-147788,5/31/2015,6/4/2015,"Standard Class",TM-21010,323.10,2,0.00,61.39,234.413360
CA-2017-123967,11/1/2017,11/3/2017,"Second Class",SF-20200,2665.62,9,0.00,239.91,234.413360
CA-2017-148929,9/7/2017,9/11/2017,"Standard Class",SP-20620,478.08,8,0.00,133.86,234.413360
CA-2016-155845,8/12/2016,8/15/2016,"Second Class",CM-12235,1399.94,7,0.20,52.50,234.413360
CA-2017-145128,7/9/2017,7/14/2017,"Standard Class",SM-20320,526.45,5,0.00,31.59,234.413360
CA-2014-129091,11/22/2014,11/27/2014,"Standard Class",RA-19885,319.90,5,0.00,156.75,234.413360
CA-2014-129091,11/22/2014,11/27/2014,"Standard Class",RA-19885,675.12,3,0.00,290.30,234.413360
US-2014-155502,1/26/2014,1/31/2014,"Standard Class",SD-20485,489.92,8,0.00,0.00,234.413360
CA-2017-131695,6/30/2017,7/6/2017,"Standard Class",RA-19285,248.57,7,0.00,67.11,234.413360
CA-2016-137729,5/5/2016,5/9/2016,"Standard Class",BF-11005,246.17,3,0.20,21.54,234.413360
US-2016-115455,9/8/2016,9/14/2016,"Standard Class",SE-20110,601.47,3,0.50,-300.74,234.413360
CA-2017-149048,5/13/2017,5/17/2017,"Standard Class",BM-11650,914.97,3,0.00,411.74,234.413360
CA-2017-149048,5/13/2017,5/17/2017,"Standard Class",BM-11650,587.97,3,0.00,158.75,234.413360
CA-2017-149048,5/13/2017,5/17/2017,"Standard Class",BM-11650,530.34,2,0.00,95.46,234.413360
CA-2016-165848,6/4/2016,6/4/2016,"Same Day",EN-13780,1349.85,3,0.00,364.46,234.413360
CA-2014-127446,11/25/2014,11/30/2014,"Standard Class",MC-17590,1218.74,5,0.30,-121.87,234.413360
CA-2017-127180,10/22/2017,10/24/2017,"First Class",TA-21385,11199.97,4,0.20,3919.99,234.413360
CA-2017-127180,10/22/2017,10/24/2017,"First Class",TA-21385,2399.60,8,0.00,647.89,234.413360
US-2017-165344,11/13/2017,11/15/2017,"First Class",SB-20290,653.00,7,0.70,-935.96,234.413360
CA-2015-162369,8/15/2015,8/19/2015,"Standard Class",TT-21265,323.10,2,0.00,61.39,234.413360
CA-2017-108441,6/12/2017,6/18/2017,"Standard Class",SB-20170,858.24,4,0.10,143.04,234.413360
CA-2014-131002,9/7/2014,9/12/2014,"Second Class",TB-21400,821.88,6,0.00,213.69,234.413360
US-2016-146794,9/26/2016,10/1/2016,"Standard Class",SH-19975,424.96,5,0.15,20.00,234.413360
CA-2017-112515,9/17/2017,9/21/2017,"Second Class",AS-10225,1292.94,3,0.00,77.58,234.413360
CA-2017-112515,9/17/2017,9/21/2017,"Second Class",AS-10225,261.74,2,0.00,65.44,234.413360
CA-2015-135538,12/24/2015,12/28/2015,"Standard Class",HR-14830,883.84,4,0.20,99.43,234.413360
CA-2017-123372,11/28/2017,12/2/2017,"Standard Class",DG-13300,1979.89,11,0.00,494.97,234.413360
CA-2016-164784,5/1/2016,5/4/2016,"First Class",HF-14995,370.62,3,0.40,-142.07,234.413360
CA-2014-126403,9/9/2014,9/12/2014,"Second Class",RR-19525,785.88,6,0.00,212.19,234.413360
CA-2014-126403,9/9/2014,9/12/2014,"Second Class",RR-19525,1325.85,5,0.00,238.65,234.413360
CA-2017-127026,1/21/2017,1/27/2017,"Standard Class",MH-18115,619.95,5,0.00,111.59,234.413360
CA-2017-127026,1/21/2017,1/27/2017,"Standard Class",MH-18115,350.97,3,0.10,152.09,234.413360
CA-2017-137085,6/29/2017,7/6/2017,"Standard Class",CT-11995,312.55,9,0.20,101.58,234.413360
CA-2014-145317,3/18/2014,3/23/2014,"Standard Class",SM-20320,821.30,4,0.50,-16.43,234.413360
CA-2014-145317,3/18/2014,3/23/2014,"Standard Class",SM-20320,22638.48,6,0.50,-1811.08,234.413360
CA-2015-121797,1/30/2015,2/6/2015,"Standard Class",CC-12145,1919.98,3,0.20,216.00,234.413360
CA-2014-110100,4/25/2014,4/29/2014,"Standard Class",LC-16885,302.38,3,0.20,37.80,234.413360
CA-2014-100006,9/7/2014,9/13/2014,"Standard Class",DK-13375,377.97,3,0.00,109.61,234.413360
CA-2017-149888,11/7/2017,11/13/2017,"Standard Class",EP-13915,359.97,5,0.40,-71.99,234.413360
CA-2017-149888,11/7/2017,11/13/2017,"Standard Class",EP-13915,350.35,4,0.40,-140.14,234.413360
CA-2017-119193,12/22/2017,12/24/2017,"First Class",SK-19990,629.96,7,0.40,94.49,234.413360
CA-2017-104801,2/13/2017,2/19/2017,"Standard Class",FH-14350,799.96,4,0.00,343.98,234.413360
CA-2015-115798,11/13/2015,11/19/2015,"Standard Class",KL-16645,377.97,3,0.00,94.49,234.413360
CA-2015-115798,11/13/2015,11/19/2015,"Standard Class",KL-16645,299.97,3,0.00,56.99,234.413360
CA-2017-122707,4/16/2017,4/18/2017,"First Class",EB-13750,477.24,4,0.00,9.54,234.413360
CA-2015-140144,6/20/2015,6/25/2015,"Second Class",SC-20770,257.64,6,0.00,100.48,234.413360
CA-2014-155887,5/12/2014,5/17/2014,"Standard Class",KT-16480,700.06,3,0.30,-130.01,234.413360
US-2014-141257,6/8/2014,6/14/2014,"Standard Class",CS-11950,585.55,3,0.20,73.19,234.413360
CA-2014-154669,8/8/2014,8/11/2014,"Second Class",TM-21010,423.28,11,0.00,110.05,234.413360
CA-2015-155306,4/17/2015,4/21/2015,"Standard Class",GA-14515,323.37,3,0.00,129.35,234.413360
CA-2015-155306,4/17/2015,4/21/2015,"Standard Class",GA-14515,783.96,5,0.20,68.60,234.413360
CA-2015-155306,4/17/2015,4/21/2015,"Standard Class",GA-14515,1447.65,5,0.00,419.82,234.413360
CA-2016-127775,6/11/2016,6/13/2016,"Second Class",ES-14020,239.97,3,0.00,71.99,234.413360
CA-2016-146171,3/11/2016,3/15/2016,"Standard Class",JP-16135,481.32,4,0.00,125.14,234.413360
CA-2017-167752,1/15/2017,1/18/2017,"First Class",RW-19690,1924.16,8,0.20,312.68,234.413360
CA-2016-139878,11/11/2016,11/16/2016,"Standard Class",LD-17005,257.98,2,0.00,74.81,234.413360
CA-2015-149972,9/21/2015,9/23/2015,"First Class",CD-12790,601.54,4,0.20,0.00,234.413360
CA-2014-154599,4/12/2014,4/17/2014,"Standard Class",KN-16450,1075.09,14,0.20,94.07,234.413360
CA-2014-154599,4/12/2014,4/17/2014,"Standard Class",KN-16450,438.37,4,0.20,38.36,234.413360
CA-2014-154599,4/12/2014,4/17/2014,"Standard Class",KN-16450,308.50,3,0.15,-18.15,234.413360
CA-2016-153318,10/25/2016,10/28/2016,"First Class",JS-15595,783.96,5,0.20,78.40,234.413360
CA-2015-148635,7/25/2015,7/27/2015,"Second Class",MH-18025,704.90,5,0.00,56.39,234.413360
CA-2015-148635,7/25/2015,7/27/2015,"Second Class",MH-18025,561.57,2,0.20,28.08,234.413360
CA-2015-135685,11/16/2015,11/18/2015,"Second Class",MP-18175,999.96,4,0.00,229.99,234.413360
CA-2015-135685,11/16/2015,11/18/2015,"Second Class",MP-18175,653.55,3,0.00,111.10,234.413360
CA-2015-104626,9/1/2015,9/8/2015,"Standard Class",DR-12940,1088.76,6,0.00,315.74,234.413360
CA-2016-160500,5/5/2016,5/8/2016,"First Class",DM-13015,298.78,3,0.20,7.47,234.413360
CA-2017-100202,12/31/2016,1/5/2017,"Standard Class",BD-11620,302.38,3,0.20,22.68,234.413360
US-2014-112914,9/25/2014,9/30/2014,"Standard Class",MT-18070,300.53,2,0.32,-97.23,234.413360
CA-2014-148915,11/1/2014,11/5/2014,"Standard Class",ND-18370,443.92,5,0.20,-94.33,234.413360
CA-2016-147368,6/9/2016,6/12/2016,"First Class",TC-21295,695.70,2,0.50,-27.83,234.413360
US-2014-125521,3/14/2014,3/19/2014,"Standard Class",CK-12325,1139.92,4,0.00,284.98,234.413360
US-2016-162852,12/27/2016,12/31/2016,"Standard Class",BG-11695,845.49,8,0.30,-12.08,234.413360
CA-2017-152093,9/10/2017,9/15/2017,"Standard Class",SN-20560,762.59,3,0.80,-1143.89,234.413360
CA-2017-157854,4/8/2017,4/15/2017,"Standard Class",DM-13345,2690.97,3,0.00,1264.76,234.413360
CA-2016-128594,8/26/2016,8/29/2016,"First Class",DJ-13510,1603.14,4,0.20,100.20,234.413360
CA-2017-138975,5/19/2017,5/23/2017,"Standard Class",SC-20380,377.97,3,0.00,98.27,234.413360
CA-2017-138975,5/19/2017,5/23/2017,"Standard Class",SC-20380,1628.82,9,0.00,374.63,234.413360
CA-2017-138975,5/19/2017,5/23/2017,"Standard Class",SC-20380,286.93,7,0.00,140.60,234.413360
CA-2014-148040,3/22/2014,3/26/2014,"Standard Class",BF-11275,314.35,3,0.20,-35.36,234.413360
CA-2017-137022,11/16/2017,11/22/2017,"Standard Class",SW-20275,811.28,8,0.00,24.34,234.413360
US-2016-167339,1/21/2016,1/23/2016,"Second Class",TD-20995,1013.49,7,0.20,76.01,234.413360
CA-2016-152072,1/15/2016,1/19/2016,"Standard Class",Dp-13240,254.97,3,0.00,91.79,234.413360
US-2016-159856,10/18/2016,10/22/2016,"Standard Class",EP-13915,307.92,5,0.20,-34.64,234.413360
US-2016-164630,1/4/2016,1/9/2016,"Standard Class",EB-13975,959.97,4,0.20,120.00,234.413360
US-2015-114839,4/26/2015,4/30/2015,"Standard Class",PW-19240,408.42,2,0.30,-5.83,234.413360
CA-2015-166464,9/12/2015,9/17/2015,"Standard Class",PG-18895,479.98,2,0.20,60.00,234.413360
CA-2016-153577,6/27/2016,7/1/2016,"Standard Class",KH-16330,539.66,3,0.30,-7.71,234.413360
CA-2014-127586,9/26/2014,9/30/2014,"Standard Class",CS-12400,310.12,2,0.00,80.63,234.413360
CA-2015-118444,11/5/2015,11/9/2015,"Standard Class",VD-21670,387.14,4,0.20,24.20,234.413360
CA-2015-134747,10/12/2015,10/17/2015,"Second Class",DL-12925,263.96,4,0.00,71.27,234.413360
US-2017-120390,10/19/2017,10/26/2017,"Standard Class",TH-21550,1633.19,4,0.70,-1306.55,234.413360
US-2016-169040,12/6/2016,12/12/2016,"Standard Class",GT-14710,431.98,3,0.20,27.00,234.413360
US-2016-169040,12/6/2016,12/12/2016,"Standard Class",GT-14710,248.08,7,0.00,116.60,234.413360
CA-2017-155880,3/25/2017,3/31/2017,"Standard Class",JD-16150,1526.56,7,0.00,427.44,234.413360
CA-2017-155880,3/25/2017,3/31/2017,"Standard Class",JD-16150,368.97,3,0.00,40.59,234.413360
CA-2017-126242,11/19/2017,11/24/2017,"Standard Class",MC-18100,305.01,9,0.00,76.25,234.413360
CA-2017-134915,11/12/2017,11/12/2017,"Same Day",EM-14140,671.98,2,0.20,50.40,234.413360
CA-2017-167941,11/6/2017,11/9/2017,"Second Class",JF-15565,499.58,3,0.20,43.71,234.413360
CA-2017-167941,11/6/2017,11/9/2017,"Second Class",JF-15565,259.14,4,0.20,-51.83,234.413360
CA-2015-137512,5/7/2015,5/12/2015,"Standard Class",AG-10675,244.01,2,0.30,-31.37,234.413360
CA-2014-109232,1/13/2014,1/16/2014,"Second Class",ND-18370,545.94,6,0.00,87.35,234.413360
US-2014-112872,12/6/2014,12/11/2014,"Second Class",RC-19960,275.49,1,0.50,-170.80,234.413360
CA-2016-139269,5/25/2016,5/30/2016,"Standard Class",JB-16045,1267.65,9,0.00,152.12,234.413360
CA-2016-139010,2/21/2016,2/26/2016,"Second Class",MC-17635,449.15,5,0.00,8.98,234.413360
CA-2017-147291,3/11/2017,3/17/2017,"Standard Class",MJ-17740,895.92,4,0.00,421.08,234.413360
CA-2017-116519,10/13/2017,10/15/2017,"First Class",CR-12730,904.90,5,0.00,253.37,234.413360
CA-2016-115525,7/25/2016,7/29/2016,"Standard Class",RR-19525,243.88,5,0.20,27.44,234.413360
CA-2017-134845,4/17/2017,4/23/2017,"Standard Class",SR-20425,2549.99,5,0.70,-3399.98,234.413360
US-2015-138919,9/17/2015,9/21/2015,"Standard Class",LS-16975,344.22,2,0.40,-103.27,234.413360
US-2016-160528,8/23/2016,8/30/2016,"Standard Class",MH-18115,727.30,8,0.20,-172.73,234.413360
US-2016-160528,8/23/2016,8/30/2016,"Standard Class",MH-18115,666.40,7,0.20,-33.32,234.413360
CA-2017-124674,11/17/2017,11/23/2017,"Standard Class",JB-16000,327.73,2,0.32,-14.46,234.413360
CA-2017-116855,12/17/2017,12/21/2017,"Standard Class",AI-10855,504.90,5,0.00,80.78,234.413360
US-2016-164189,3/24/2016,3/28/2016,"Standard Class",DR-12880,403.17,4,0.20,25.20,234.413360
CA-2017-149559,9/11/2017,9/12/2017,"Same Day",KF-16285,2054.27,8,0.20,256.78,234.413360
CA-2015-135174,4/30/2015,5/2/2015,"Second Class",BP-11230,1022.97,5,0.40,-255.74,234.413360
CA-2017-121419,4/2/2017,4/4/2017,"First Class",TC-21475,411.80,2,0.00,70.01,234.413360
CA-2017-121419,4/2/2017,4/4/2017,"First Class",TC-21475,360.00,4,0.00,129.60,234.413360
CA-2016-128517,4/9/2016,4/14/2016,"Second Class",SW-20350,517.90,2,0.00,134.65,234.413360
US-2015-100377,8/28/2015,9/1/2015,"Standard Class",TS-21370,2799.96,5,0.20,874.99,234.413360
CA-2017-106859,3/13/2017,3/18/2017,"Second Class",BF-11215,288.24,6,0.00,138.36,234.413360
US-2017-120089,11/30/2017,11/30/2017,"Same Day",ML-17755,663.94,4,0.20,82.99,234.413360
CA-2014-119375,11/17/2014,11/22/2014,"Standard Class",YC-21895,2934.33,7,0.00,792.27,234.413360
CA-2014-143903,7/20/2014,7/24/2014,"Standard Class",KM-16375,342.86,3,0.20,38.57,234.413360
CA-2014-143903,7/20/2014,7/24/2014,"Standard Class",KM-16375,981.37,2,0.30,-140.20,234.413360
US-2017-132297,5/27/2017,6/2/2017,"Standard Class",DW-13480,539.97,3,0.00,134.99,234.413360
CA-2017-118773,2/9/2017,2/14/2017,"Standard Class",TP-21415,252.78,4,0.80,-417.09,234.413360
US-2017-159205,3/31/2017,4/2/2017,"Second Class",DB-12910,671.93,7,0.00,188.14,234.413360
CA-2016-112123,3/3/2016,3/8/2016,"Standard Class",BH-11710,447.86,7,0.00,219.45,234.413360
CA-2016-112123,3/3/2016,3/8/2016,"Standard Class",BH-11710,479.95,5,0.00,129.59,234.413360
CA-2017-131233,4/14/2017,4/19/2017,"Standard Class",CS-12355,242.35,3,0.20,9.09,234.413360
CA-2017-119578,12/22/2017,12/27/2017,"Second Class",JG-15310,695.16,6,0.00,34.76,234.413360
CA-2017-127460,7/10/2017,7/14/2017,"Standard Class",FG-14260,298.46,6,0.20,26.12,234.413360
CA-2016-121671,7/17/2016,7/22/2016,"Standard Class",AA-10480,242.94,3,0.00,4.86,234.413360
CA-2016-121671,7/17/2016,7/22/2016,"Standard Class",AA-10480,265.17,1,0.00,47.73,234.413360
CA-2016-150350,8/23/2016,8/30/2016,"Standard Class",MS-17770,837.60,3,0.20,62.82,234.413360
CA-2016-150350,8/23/2016,8/30/2016,"Standard Class",MS-17770,532.70,6,0.20,-39.95,234.413360
CA-2015-121720,6/11/2015,6/12/2015,"First Class",JE-15610,1123.92,5,0.20,-182.64,234.413360
CA-2015-121720,6/11/2015,6/12/2015,"First Class",JE-15610,249.58,2,0.20,31.20,234.413360
CA-2015-121720,6/11/2015,6/12/2015,"First Class",JE-15610,1036.62,2,0.20,51.83,234.413360
CA-2015-121720,6/11/2015,6/12/2015,"First Class",JE-15610,563.81,4,0.20,21.14,234.413360
CA-2017-149895,9/8/2017,9/12/2017,"Standard Class",EB-14110,258.53,2,0.40,-47.40,234.413360
CA-2014-136399,12/16/2014,12/17/2014,"First Class",CC-12100,241.57,2,0.20,18.12,234.413360
CA-2014-136399,12/16/2014,12/17/2014,"First Class",CC-12100,395.00,5,0.00,39.50,234.413360
CA-2014-136399,12/16/2014,12/17/2014,"First Class",CC-12100,627.17,4,0.20,70.56,234.413360
US-2016-148110,9/5/2016,9/11/2016,"Standard Class",AR-10825,347.80,7,0.30,-24.84,234.413360
CA-2017-131828,2/11/2017,2/13/2017,"Second Class",CS-11845,963.14,4,0.20,108.35,234.413360
CA-2015-147830,12/15/2015,12/18/2015,"First Class",NF-18385,2025.36,6,0.20,607.61,234.413360
CA-2015-147830,12/15/2015,12/18/2015,"First Class",NF-18385,1799.99,2,0.70,-2639.99,234.413360
CA-2015-147830,12/15/2015,12/18/2015,"First Class",NF-18385,262.86,7,0.20,69.00,234.413360
CA-2017-150497,7/20/2017,7/24/2017,"Standard Class",SM-20950,735.98,2,0.00,331.19,234.413360
CA-2015-139584,8/24/2015,8/28/2015,"Standard Class",EM-13810,284.36,2,0.40,-75.83,234.413360
CA-2014-153969,9/21/2014,9/25/2014,"Standard Class",HF-14995,239.98,2,0.20,24.00,234.413360
