item_id,order_id,product_id,quantity,unit_price,discount_percent
I001328,O000571,P0096,1,30497.7,20
I001329,O000119,P0106,2,23229.39,25
I001330,O000401,P0180,1,55248.67,20
I001331,O000273,P0171,1,53101.65,10
I001332,O000882,P0063,2,46096.73,15
I001333,O000102,P0055,5,26365.44,30
I001334,O000150,P0019,5,75239.84,15
I001335,O000075,P0132,2,11931.55,25
I001336,O000961,P0093,3,4094.58,0
I001337,O000800,P0083,2,81625.4,15
I001338,O000621,P0116,2,32549.51,20
I001339,O000911,P0131,2,24596.21,15
I001340,O000077,P0198,1,13706.75,25
I001341,O000150,P0199,1,54335.58,15
I001342,O000827,P0167,3,55472.62,10
I001343,O000876,P0079,5,7739.1,30
I001344,O000604,P0177,5,655.66,5
I001345,O000346,P0121,4,57923.75,20
I001346,O000065,P0162,3,1985.24,20
I001347,O000234,P0132,3,12882.5,10
I001348,O000197,P0079,5,6097.3,20
I001349,O000686,P0109,5,18098.03,30
I001350,O000303,P0177,3,588.85,5
I001351,O000596,P0119,1,85434.94,25
I001352,O000211,P0064,3,60050.6,15
I001353,O000252,P0096,3,27708.78,10
I001354,O000261,P0038,3,28632.36,20
I001355,O000004,P0101,3,58938.72,20
I001356,O000841,P0150,5,43211.72,15
I001357,O000502,P0161,4,10841.15,5
I001358,O000126,P0047,1,9305.57,0
I001359,O000549,P0141,1,82701.4,5
I001360,O000913,P0011,-1,70865.3,20
I001361,O000284,P0185,2,38976.65,20
I001362,O000274,P0193,3,42246.2,20
I001363,O000325,P0150,2,56902.27,5
I001364,O000632,P0139,2,46238.55,10
I001365,O000128,P0125,4,78348.58,5
I001366,O000940,P0045,-1,46162.68,15
I001367,O000882,P0149,4,5223.19,30
I001368,O000419,P0021,4,39354.95,30
I001369,O000769,P0158,5,7597.06,25
I001370,O000448,P0126,5,4598.84,20
I001371,O000398,P0158,5,7327.0,0
I001372,O000858,P0154,4,11472.99,5
I001373,O000362,P0081,2,39916.7,15
I001374,O000899,P0154,1,12432.91,25
I001375,O000067,P0179,1,47724.3,15
I001376,O000503,P0006,4,1070.06,10
I001377,O000235,P0090,3,19534.58,30
I001378,O000661,P0150,5,57410.9,15
I001379,O000050,P0094,1,1208.22,20
I001380,O000567,P0179,1,45395.51,5
I001381,O000146,P0076,3,52507.24,15
I001382,O000171,P0080,2,70532.83,20
I001383,O000802,P0168,2,15279.64,15
I001384,O000242,P0043,2,15444.33,30
I001385,O000276,P0026,2,16596.58,20
I001386,O000378,P0195,2,28136.88,30
I001387,O000334,P0003,3,35719.26,20
I001388,O000404,P0015,1,56900.33,5
I001389,O000855,P0156,3,39747.96,25
I001390,O000731,P0029,5,26389.08,15
I001391,O000001,P0035,5,26984.12,15
I001392,O000555,P0141,5,81212.4,20
I001393,O000806,P0091,4,15292.52,15
I001394,O000516,P0043,2,16715.93,20
I001395,O000863,P0095,5,49533.5,10
I001396,O000025,P0096,2,24264.64,30
I001397,O000769,P0164,5,5772.12,25
I001398,O000406,P0078,1,46307.0,10
I001399,O000409,P0125,4,68160.14,5
I001400,O000983,P0107,2,58477.0,10
I001401,O000055,P0096,4,33550.63,0
I001402,O000302,P0154,5,9282.76,30
I001403,O000070,P0123,2,2266.1,0
I001404,O000150,P0026,5,11103.06,5
I001405,O000534,P0162,4,1921.5,15
I001406,O000637,P0089,3,1484.7,0
I001407,O000777,P0113,5,86574.33,25
I001408,O000580,P0192,2,30543.01,25
I001409,O000451,P0183,3,89499.99,5
I001410,O000632,P0024,4,21703.5,0
I001411,O000200,P0035,2,28823.07,5
I001412,O000561,P0110,-2,22840.91,30
I001413,O000272,P0010,1,70308.28,5
I001414,O000506,P0173,4,48402.09,25
I001415,O000872,P0096,3,28965.4,30
I001416,O000339,P0190,3,50577.62,30
I001417,O000604,P0184,3,24996.68,5
I001418,O000835,P0058,4,96719.61,10
I001419,O000997,P0128,4,42156.65,30
I001420,O000110,P0066,5,75747.57,5
I001421,O000927,P0119,1,72120.64,15
I001422,O000410,P0191,3,48328.63,20
I001423,O000972,P0124,1,12762.54,0
I001424,O000416,P0112,2,6850.06,10
I001425,O000122,P0095,4,52409.06,15
I001426,O000220,P0151,2,67142.16,5
I001427,O000164,P0087,5,15142.76,0
I001428,O000816,P0022,2,77192.16,0
I001429,O000664,P0179,-1,43389.17,5
I001430,O000864,P0075,3,43113.89,5
I001431,O000339,P0080,5,51197.12,0
I001432,O000809,P0050,4,12153.57,10
I001433,O000299,P0152,5,50981.02,5
I001434,O000474,P0017,3,37979.28,20
I001435,O000509,P0025,3,75984.72,25
I001436,O000712,P0042,4,66884.46,10
I001437,O000723,P0168,4,13456.21,30
I001438,O000683,P0080,2,73269.41,0
I001439,O000061,P0021,1,41169.46,5
I001440,O000741,P0039,3,71696.63,25
I001441,O000446,P0124,5,9482.23,25
I001442,O000918,P0054,1,41991.35,10
I001443,O000051,P0017,3,38587.39,15
I001444,O000990,P0169,3,71477.23,25
I001445,O000433,P0182,5,20193.76,30
I001446,O000978,P0043,1,24369.07,5
I001447,O000906,P0011,5,94753.99,5
I001448,O000185,P0185,1,40688.82,30
I001449,O000382,P0158,1,10355.83,20
I001450,O000217,P0052,5,2989.71,20
I001451,O000628,P0152,2,59114.87,30
I001452,O000466,P0011,5,78623.84,30
I001453,O000046,P0117,1,59951.11,30
I001454,O000486,P0017,4,40282.49,20
I001455,O000237,P0147,5,9576.46,25
I001456,O000837,P0010,5,51392.53,20
I001457,O000042,P0059,4,55168.7,0
I001458,O000822,P0020,5,5064.06,15
I001459,O000514,P0005,3,46825.8,15
I001460,O000219,P0149,5,4872.47,5
I001461,O000575,P0100,2,35117.3,25
I001462,O000082,P0110,2,22176.82,5
I001463,O000749,P0192,3,31155.37,15
I001464,O000747,P0053,1,61857.51,20
I001465,O000562,P0178,1,45422.85,30
I001466,O000977,P0001,3,41458.53,15
I001467,O000125,P0087,5,15517.96,25
I001468,O000285,P0158,3,8256.96,15
I001469,O000559,P0049,1,64488.71,30
I001470,O000089,P0197,2,5309.54,30
I001471,O000548,P0177,-3,675.08,30
I001472,O000443,P0194,5,16794.18,5
I001473,O000636,P0049,5,47656.18,25
I001474,O000855,P0059,4,71900.28,10
I001475,O000378,P0165,1,67396.72,20
I001476,O000018,P0091,3,14476.78,30
I001477,O000993,P0002,4,22969.29,20
I001478,O000575,P0134,5,61220.42,20
I001479,O000780,P0186,5,72350.69,25
I001480,O000252,P0082,4,93830.81,0
I001481,O000681,P0077,2,74255.65,5
I001482,O000349,P0072,1,27253.82,15
I001483,O000757,P0079,-1,6120.04,5
I001484,O000096,P0183,5,93039.51,10
I001485,O000098,P0030,3,21156.14,20
I001486,O000597,P0055,2,23396.01,30
I001487,O000773,P0141,1,77490.3,20
I001488,O000560,P0177,5,459.07,15
I001489,O000954,P0193,4,46890.12,25
I001490,O000141,P0014,-5,36554.27,0
I001491,O000829,P0121,5,47268.39,20
I001492,O000084,P0064,2,57856.53,30
I001493,O000646,P0027,4,714.88,5
I001494,O000981,P0189,5,20015.03,25
I001495,O000897,P0134,2,53348.68,15
I001496,O000628,P0055,2,23153.43,5
I001497,O000998,P0104,5,34785.48,30
I001498,O000724,P0032,5,65673.5,15
I001499,O000196,P0152,2,55848.33,20
I001500,O000991,P0031,2,11014.82,5
I001501,O000048,P0191,4,47653.04,0
I001502,O000003,P0148,1,2855.07,0
I001503,O000212,P0088,2,5913.44,30
I001504,O000333,P0095,4,57367.58,15
I001505,O000207,P0170,2,25952.32,30
I001506,O000879,P0171,2,56264.63,15
I001507,O999574,P0013,2,30909.74,0
I001508,O000470,P0192,2,38730.12,5
I001509,O000287,P0073,1,68140.23,0
I001510,O000466,P0151,2,69619.01,10
I001511,O000987,P0123,2,2188.64,5
I001512,O000800,P0005,4,53821.14,20
I001513,O000658,P0131,1,22765.73,10
I001514,O000102,P0177,5,644.36,0
I001515,O000581,P0017,1,29748.57,30
I001516,O000776,P0063,5,48422.96,20
I001517,O000643,P0047,-5,14569.93,10
I001518,O000707,P0197,4,4801.47,5
I001519,O000112,P0048,4,16481.69,20
I001520,O000644,P0052,5,2936.26,15
I001521,O000640,P0121,2,67186.39,10
I001522,O000778,P0121,3,55019.61,20
I001523,O000707,P0005,5,37474.78,30
I001524,O000210,P0012,5,6903.48,25
I001525,O000452,P0141,2,64992.15,0
I001526,O000263,P0010,5,72526.04,25
I001527,O000912,P0151,2,77099.24,20
I001528,O000096,P0031,5,13549.21,30
I001529,O000046,P0062,3,73508.88,25
I001530,O000007,P0187,4,56800.19,15
I001531,O000103,P0085,5,37337.59,0
I001532,O000714,P0110,3,29987.62,5
I001533,O000757,P0007,-5,1260.4,5
I001534,O000240,P0041,2,27770.5,5
I001535,O000472,P0076,4,50903.23,0
I001536,O000935,P0186,3,75326.19,10
I001537,O000443,P0176,1,3609.22,15
I001538,O000176,P0002,5,22968.16,15
I001539,O000087,P0028,2,56799.49,15
I001540,O000717,P0059,3,81296.83,25
I001541,O000973,P0136,5,28893.4,10
I001542,O000162,P0116,5,41349.66,15
I001543,O000177,P0109,4,19433.36,5
I001544,O000818,P0188,1,13388.34,30
I001545,O000477,P0138,5,64495.24,0
I001546,O000755,P0059,1,69577.63,25
I001547,O000730,P0149,2,5065.22,5
I001548,O000247,P0033,5,17750.32,0
I001549,O000552,P0062,3,54299.01,10
I001550,O000563,P0086,2,66506.32,30
I001551,O000144,P0053,2,54962.24,5
I001552,O000453,P0160,5,52297.75,15
I001553,O000698,P0043,-3,22186.28,30
I001554,O000794,P0007,1,1578.36,0
I001555,O000169,P0083,5,73471.4,15
I001556,O000450,P0026,5,11340.2,25
I001557,O000992,P0192,2,29484.52,25
I001558,O000814,P0030,3,22942.16,0
I001559,O000833,P0140,5,19225.58,20
I001560,O000079,P0197,3,7317.7,10
I001561,O000481,P0098,4,44262.22,0
I001562,O000678,P0001,2,54905.61,0
I001563,O000742,P0093,5,3413.5,0
I001564,O000423,P0061,3,9595.75,10
I001565,O000051,P0170,2,26262.48,0
I001566,O000732,P0142,4,55599.57,15
I001567,O000877,P0155,4,15015.78,0
I001568,O000640,P0198,5,10401.39,10
I001569,O000951,P0013,4,26247.14,20
I001570,O999740,P0136,3,25625.77,20
I001571,O000511,P0122,2,9249.19,30
I001572,O000542,P0049,4,50331.43,0
I001573,O000714,P0037,3,26643.58,25
I001574,O000683,P0172,4,17754.09,15
I001575,O000735,P0194,5,14160.32,30
I001576,O000085,P0065,1,46167.05,25
I001577,O000161,P0100,3,48873.28,0
I001578,O000413,P0048,3,15613.41,10
I001579,O000983,P0050,1,12028.22,10
I001580,O000812,P0106,3,31740.42,20
I001581,O000939,P0130,2,63243.77,20
I001582,O000513,P0179,3,63948.74,15
I001583,O000852,P0157,3,26346.11,0
I001584,O000245,P0075,2,61514.15,10
I001585,O000849,P0050,5,13487.89,15
I001586,O000228,P0187,1,73179.69,15
I001587,O000478,P0135,1,54146.33,5
I001588,O000608,P0062,2,55701.87,25
I001589,O000232,P0083,4,74660.28,0
I001590,O000627,P0193,4,46741.12,15
I001591,O000473,P0025,4,71724.74,20
I001592,O000011,P0003,2,58656.75,0
I001593,O000110,P0151,4,51787.46,20
I001594,O000947,P0135,4,54927.17,15
I001595,O000747,P0068,5,17230.56,15
I001596,O000904,P0001,2,54213.72,10
I001597,O000908,P0035,3,28607.34,30
I001598,O000655,P0135,3,46069.5,5
I001599,O000543,P0102,1,30080.4,15
I001600,O000175,P0050,2,12863.16,20
I001601,O000076,P0038,3,29268.72,0
I001602,O000957,P0066,3,67541.76,25
I001603,O000850,P0011,1,70860.9,15
I001604,O000439,P0102,1,21275.17,25
I001605,O000437,P0033,1,21226.07,30
I001606,O000533,P0015,3,57821.84,0
I001607,O000028,P0196,4,80623.17,5
I001608,O000976,P0026,2,13403.15,0
I001609,O000522,P0111,4,67421.49,30
I001610,O000435,P0125,2,99316.64,30
I001611,O000298,P0068,1,13971.75,20
I001612,O000813,P0002,4,18063.6,5
I001613,O000884,P0123,5,2290.82,15
I001614,O000218,P0012,3,7129.7,0
I001615,O000380,P0171,1,35550.81,10
I001616,O000595,P0145,3,39298.27,0
I001617,O000464,P0183,5,75286.17,20
I001618,O000587,P0181,4,65363.89,15
I001619,O000673,P0200,5,12082.01,25
I001620,O000693,P0187,4,66921.95,5
I001621,O000803,P0138,4,60799.35,5
I001622,O000579,P0085,1,42943.84,20
I001623,O000812,P0159,2,60241.79,0
I001624,O000860,P0048,2,11737.98,15
I001625,O000578,P0104,1,43748.14,20
I001626,O000159,P0122,1,9444.29,0
I001627,O000453,P0165,2,97538.19,25
I001628,O000533,P0059,3,77208.63,10
I001629,O000250,P0167,5,65332.93,30
I001630,O000857,P0005,3,51889.45,15
I001631,O000121,P0170,5,25786.53,20
I001632,O000416,P0038,3,25123.81,25
I001633,O000096,P0069,4,62332.23,25
I001634,O000946,P0019,1,76844.95,0
I001635,O000851,P0173,2,60602.71,10
I001636,O000345,P0147,1,9182.16,10
I001637,O000555,P0103,5,53874.74,20
I001638,O000642,P0070,1,39812.21,30
I001639,O999972,P0058,5,74946.58,15
I001640,O000057,P0017,4,26281.88,25
I001641,O000834,P0050,1,9563.69,20
I001642,O000627,P0015,1,51080.58,30
I001643,O000330,P0189,4,24788.11,20
I001644,O000893,P0051,4,4939.68,0
I001645,O000378,P0187,3,79282.55,15
I001646,O000614,P0114,2,43489.19,5
I001647,O000413,P0186,4,66342.93,10
I001648,O000569,P0005,4,50347.33,15
I001649,O000165,P0013,5,29471.0,0
I001650,O000960,P0102,5,32930.13,5
I001651,O000465,P0052,2,2868.76,25
I001652,O000208,P0044,4,61039.03,0
I001653,O000011,P0119,2,56758.79,5
I001654,O000389,P0001,4,51735.3,25
I001655,O000136,P0082,5,73395.4,0
I001656,O000224,P0049,5,53669.03,0
I001657,O000985,P0186,5,51928.75,15
I001658,O000523,P0076,1,55582.29,0
I001659,O000463,P0061,3,7313.77,20
I001660,O000950,P0028,4,59308.84,20
I001661,O000938,P0044,1,63856.42,15
I001662,O000550,P0151,1,56024.58,15
I001663,O000587,P0044,4,65280.89,15
I001664,O000777,P0060,2,4426.29,0
I001665,O000182,P0132,3,11463.66,20
I001666,O000461,P0193,1,56342.3,20
I001667,O000652,P0185,1,40481.75,15
I001668,O000242,P0128,5,33184.98,30
I001669,O000374,P0004,4,50006.37,30
I001670,O000185,P0044,3,49531.83,15
I001671,O000895,P0174,1,76111.13,15
I001672,O000704,P0027,5,509.2,25
I001673,O000960,P0198,5,13747.84,15
I001674,O000609,P0194,5,20061.38,10
I001675,O000441,P0061,5,7885.38,0
I001676,O000130,P0041,1,37346.2,20
I001677,O000748,P0178,5,42474.71,25
I001678,O000257,P0178,3,34415.89,20
I001679,O000867,P0087,5,14981.46,0
I001680,O000356,P0073,5,74157.2,30
I001681,O000712,P0010,1,48879.51,20
I001682,O000459,P0103,2,73552.28,5
I001683,O000957,P0007,3,1120.35,20
I001684,O000737,P0017,4,33909.86,15
I001685,O000154,P0139,5,41395.83,25
I001686,O000858,P0040,3,39120.6,25
I001687,O000810,P0010,3,43686.37,25
I001688,O000699,P0048,2,15701.51,0
I001689,O000917,P0170,4,29682.5,25
I001690,O000583,P0117,1,67637.89,5
I001691,O000765,P0200,3,8996.99,20
I001692,O000472,P0101,2,70146.22,20
I001693,O000191,P0076,2,69739.76,30
I001694,O000809,P0069,2,57258.74,20
I001695,O000349,P0027,3,705.93,10
I001696,O000546,P0048,4,17486.01,15
I001697,O000992,P0043,4,16860.47,25
I001698,O000352,P0057,3,47732.08,20
I001699,O000574,P0028,3,72714.04,15
I001700,O000270,P0133,5,69675.61,30
I001701,O000792,P0125,3,67738.99,25
I001702,O000123,P0160,5,36432.84,30
I001703,O000936,P0029,4,28613.16,30
I001704,O000342,P0181,3,50015.45,10
I001705,O000404,P0054,3,35700.36,30
I001706,O000208,P0084,2,27517.03,30
I001707,O000488,P0108,5,4070.76,15
I001708,O000047,P0082,5,93351.37,25
I001709,O000822,P0165,1,74015.46,15
I001710,O000631,P0099,1,3700.87,20
I001711,O000620,P0016,2,27280.9,10
I001712,O000241,P0034,5,25814.62,15
I001713,O000912,P0042,3,80335.99,30
I001714,O000427,P0110,3,30385.46,15
I001715,O000461,P0194,3,14720.84,15
I001716,O000346,P0181,3,58010.5,20
I001717,O000988,P0109,3,25851.58,10
I001718,O000515,P0046,5,94590.05,30
I001719,O000439,P0178,1,44997.79,0
I001720,O000160,P0011,3,80457.13,5
I001721,O000982,P0019,1,78833.45,0
I001722,O000006,P0054,4,37844.99,25
I001723,O000569,P0109,1,19699.81,20
I001724,O000632,P0135,5,56981.1,5
I001725,O000987,P0128,2,48347.57,30
I001726,O000737,P0113,4,57215.87,10
I001727,O000757,P0132,3,15274.96,0
I001728,O000224,P0135,2,59320.03,0
I001729,O000137,P0189,1,22099.18,30
I001730,O000008,P0166,5,34595.56,0
I001731,O000533,P0024,3,23951.76,20
I001732,O000354,P0119,2,68459.73,25
I001733,O000682,P0023,2,40266.72,10
I001734,O000765,P0067,5,1602.46,15
I001735,O000884,P0040,1,48864.3,20
I001736,O000876,P0199,4,61923.99,5
I001737,O000105,P0187,5,73410.8,0
I001738,O000481,P0166,4,31299.67,30
I001739,O000746,P0184,5,27062.91,30
I001740,O000334,P0008,2,43572.48,20
I001741,O000759,P0055,2,28837.46,30
I001742,O000674,P0084,1,20023.08,20
I001743,O000243,P0037,3,29025.58,5
I001744,O000877,P0148,2,4601.46,10
I001745,O000126,P0107,4,57505.74,5
I001746,O000828,P0042,2,68954.31,10
I001747,O000592,P0065,4,57335.12,5
I001748,O000619,P0115,5,43874.31,5
I001749,O000072,P0113,3,91199.29,15
I001750,O000540,P0195,1,36829.32,30
I001751,O000142,P0084,5,23282.92,5
I001752,O000029,P0039,1,64284.36,25
I001753,O000884,P0186,2,75427.62,10
I001754,O000568,P0195,4,33459.79,20
I001755,O000358,P0113,3,70547.76,5
I001756,O000548,P0164,1,6216.92,30
I001757,O000042,P0197,3,5552.41,15
I001758,O000084,P0166,5,36126.3,10
I001759,O000977,P0042,5,78827.74,0
I001760,O000153,P0200,2,11923.04,20
I001761,O000357,P0192,1,32170.14,25
I001762,O000524,P0189,5,25299.59,20
I001763,O000482,P0107,5,50896.9,0
I001764,O000408,P0038,2,24650.01,5
I001765,O000888,P0031,4,14335.48,5
I001766,O000118,P0014,1,28776.59,0
I001767,O000936,P0034,1,17444.25,5
I001768,O000352,P0186,5,76979.33,5
I001769,O000765,P0160,1,39161.76,15
I001770,O000214,P0087,2,22738.59,30
I001771,O000796,P0078,2,34331.41,0
I001772,O000292,P0024,5,29875.07,5
I001773,O999780,P0087,3,15786.12,10
I001774,O000132,P0097,5,92077.93,10
I001775,O000390,P0185,1,41141.79,0
I001776,O000733,P0055,5,29436.91,20
I001777,O000844,P0128,1,39376.19,5
I001778,O000196,P0071,3,66037.45,15
I001779,O000781,P0079,2,6031.6,0
I001780,O000798,P0191,2,67401.96,15
I001781,O000371,P0032,4,52872.87,0
I001782,O000614,P0043,4,24130.37,15
I001783,O000883,P0110,4,23719.62,10
I001784,O000666,P0136,1,21050.96,30
I001785,O000848,P0041,1,35915.43,10
I001786,O000256,P0009,1,49528.44,15
I001787,O000578,P0128,4,48230.14,10
I001788,O000067,P0160,5,57802.56,10
I001789,O000436,P0073,2,70517.71,5
I001790,O000473,P0065,1,40182.97,0
I001791,O000126,P0132,1,13946.69,15
I001792,O000236,P0142,4,79536.32,15
I001793,O000434,P0042,-5,53185.53,25
I001794,O000376,P0172,2,27651.15,0
I001795,O000722,P0088,1,3990.73,15
I001796,O000253,P0027,2,799.25,30
I001797,O000370,P0074,3,21131.45,15
I001798,O000117,P0045,-1,41143.52,10
I001799,O000881,P0137,3,42771.02,20
I001800,O000509,P0065,1,47252.85,25
I001801,O000206,P0199,2,69436.86,15
I001802,O000859,P0066,4,54697.83,10
I001803,O000066,P0150,2,48333.94,0
I001804,O000273,P0015,4,59774.86,25
I001805,O000026,P0151,1,66440.43,25
I001806,O000128,P0120,-1,61215.4,20
I001807,O000557,P0061,5,8533.31,30
I001808,O000879,P0180,3,66314.79,25
I001809,O000068,P0182,2,25309.43,20
I001810,O000828,P0010,5,70719.54,15
I001811,O000542,P0156,2,34537.26,20
I001812,O000702,P0113,4,78113.08,10
I001813,O000421,P0027,1,642.62,0
I001814,O000492,P0125,2,66940.75,10
I001815,O000188,P0112,5,5790.81,20
I001816,O000934,P0146,5,40785.3,25
I001817,O000170,P0068,-2,15236.2,20
I001818,O000840,P0118,2,15421.83,30
I001819,O000677,P0041,1,35104.75,10
I001820,O000871,P0025,5,74273.54,5
I001821,O000701,P0095,5,55135.29,30
I001822,O000460,P0150,1,47586.38,0
I001823,O000857,P0188,5,18102.83,20
I001824,O000835,P0008,1,51187.08,10
I001825,O000548,P0078,1,45854.54,10
I001826,O000526,P0134,2,59563.03,20
I001827,O000449,P0096,5,32698.58,10
I001828,O000048,P0139,3,32890.73,30
I001829,O000863,P0047,5,12419.12,0
I001830,O000664,P0196,2,66065.76,30
I001831,O000277,P0152,5,49700.95,20
I001832,O000475,P0039,4,86171.26,30
I001833,O000681,P0123,3,2094.36,25
I001834,O000265,P0031,1,12240.91,10
I001835,O000046,P0110,5,24456.76,10
I001836,O000916,P0173,5,48154.39,15
I001837,O000110,P0091,4,17828.25,25
I001838,O000657,P0172,3,27841.85,15
I001839,O000656,P0180,5,74782.09,25
I001840,O000959,P0068,1,15580.32,5
I001841,O000455,P0017,5,31469.29,5
I001842,O000594,P0092,4,44617.81,0
I001843,O000991,P0129,2,12641.78,25
I001844,O000234,P0129,4,11699.71,15
I001845,O000771,P0039,5,66374.19,20
I001846,O000092,P0017,2,26914.11,30
I001847,O000255,P0186,5,52637.46,30
I001848,O000732,P0053,2,76759.64,0
I001849,O000192,P0088,1,4711.97,20
I001850,O000411,P0025,1,60096.17,10
I001851,O000310,P0193,3,40856.29,10
I001852,O000033,P0167,3,62352.07,15
I001853,O000866,P0103,4,72339.81,0
I001854,O000529,P0198,3,13783.53,20
I001855,O000043,P0162,1,1639.96,20
I001856,O000100,P0038,4,30774.71,0
I001857,O000860,P0058,2,84298.37,10
I001858,O000433,P0140,5,25980.78,25
I001859,O000406,P0149,5,7328.32,15
I001860,O000320,P0146,1,56233.11,10
I001861,O000051,P0169,5,64789.56,5
I001862,O000866,P0015,4,42347.74,15
I001863,O000046,P0178,1,36795.82,25
I001864,O000233,P0016,5,37212.31,15
I001865,O000432,P0054,4,47694.98,0
I001866,O000594,P0132,3,11716.27,0
I001867,O000026,P0013,5,21166.25,20
I001868,O000257,P0149,3,7534.36,25
I001869,O000805,P0071,5,62531.04,15
I001870,O000335,P0013,3,30020.27,10
I001871,O000434,P0081,4,30621.16,0
I001872,O000462,P0147,3,13375.45,5
I001873,O000825,P0130,4,79784.94,10
I001874,O000819,P0067,4,1901.7,5
I001875,O000429,P0198,3,12608.47,10
I001876,O000623,P0155,-1,15970.58,15
I001877,O000877,P0042,2,55969.47,30
I001878,O000439,P0116,4,39482.58,15
I001879,O000783,P0035,1,19872.68,5
I001880,O000727,P0072,1,36153.67,20
I001881,O000547,P0065,4,38810.06,20
I001882,O000111,P0004,5,62531.95,15
I001883,O000131,P0144,1,2106.42,10
I001884,O000954,P0114,1,31566.55,5
I001885,O000419,P0184,2,21120.31,5
I001886,O000114,P0187,1,57954.16,25
I001887,O000906,P0195,2,36637.75,25
I001888,O000888,P0099,1,3383.82,30
I001889,O000173,P0163,3,27571.47,5
I001890,O000688,P0032,2,63045.15,10
I001891,O000973,P0193,1,49344.8,10
I001892,O000377,P0168,4,12762.26,5
I001893,O000115,P0020,2,5475.75,15
I001894,O000789,P0074,4,26369.82,30
I001895,O000462,P0022,4,67517.14,10
I001896,O000657,P0166,2,28210.54,30
I001897,O000552,P0143,2,47884.68,10
I001898,O000013,P0183,1,62008.86,30
I001899,O000986,P0100,1,45743.86,5
I001900,O000396,P0009,2,42069.05,30
I001901,O000274,P0038,2,26388.78,10
I001902,O000037,P0004,1,69916.19,15
I001903,O000486,P0113,5,88976.83,10
I001904,O000286,P0045,3,40981.96,30
I001905,O000216,P0137,3,38339.49,20
I001906,O000462,P0056,5,9020.76,25
I001907,O000933,P0194,3,18500.53,5
I001908,O000468,P0138,5,69774.02,25
I001909,O000824,P0099,5,3815.36,20
I001910,O000159,P0199,5,71553.48,10
I001911,O000593,P0124,4,12308.15,25
I001912,O000260,P0036,1,28608.27,20
I001913,O000766,P0139,3,33685.38,5
I001914,O000665,P0143,4,34658.57,20
I001915,O000155,P0027,5,612.49,30
I001916,O000967,P0041,2,32775.32,20
I001917,O000729,P0013,2,20975.28,30
I001918,O000016,P0030,2,19756.14,25
I001919,O000396,P0134,4,73981.02,20
I001920,O000612,P0162,5,1819.7,25
I001921,O000125,P0099,1,3089.39,15
I001922,O000296,P0024,2,25152.27,10
I001923,O000250,P0167,1,61464.07,30
I001924,O000283,P0124,5,8916.42,10
I001925,O000888,P0105,3,38991.39,0
I001926,O000204,P0001,1,57858.92,5
I001927,O000379,P0001,3,63021.42,20
I001928,O000449,P0098,-3,62747.54,15
I001929,O000996,P0111,4,54063.47,0
I001930,O000403,P0166,3,40710.6,25
I001931,O999557,P0058,5,75269.66,30
I001932,O000276,P0152,4,51039.86,10
I001933,O000576,P0198,4,11317.45,20
I001934,O000387,P0037,5,25108.7,15
I001935,O000471,P0156,5,39310.92,20
I001936,O000920,P0134,1,76589.21,25
I001937,O000497,P0165,1,74699.63,20
I001938,O000185,P0110,1,34953.34,0
I001939,O000609,P0178,1,31249.48,25
I001940,O000368,P0196,5,77013.02,5
I001941,O000016,P0098,1,43164.31,20
I001942,O000957,P0095,1,48971.35,20
I001943,O000995,P0081,4,29803.51,0
I001944,O000766,P0172,3,19670.74,0
I001945,O000555,P0025,5,51425.25,25
I001946,O000413,P0152,4,40121.94,20
I001947,O000343,P0123,1,2609.89,10
I001948,O000749,P0185,2,37785.08,25
I001949,O000382,P0076,1,70989.88,5
I001950,O000866,P0001,2,47980.34,30
I001951,O000728,P0001,1,48805.97,25
I001952,O000420,P0088,1,4427.51,5
I001953,O000868,P0072,2,35380.56,20
I001954,O000909,P0084,-3,18324.24,20
I001955,O000969,P0167,5,59657.86,25
I001956,O000247,P0116,4,48836.42,20
I001957,O999167,P0198,1,16241.65,25
I001958,O000772,P0179,1,48412.74,0
I001959,O000183,P0157,1,25986.0,10
I001960,O000438,P0048,1,12353.89,30
I001961,O000055,P0113,2,58220.99,0
I001962,O000608,P0111,-1,67369.9,25
I001963,O000089,P0168,5,15989.44,10
I001964,O000301,P0179,2,52295.0,15
I001965,O000569,P0152,4,50557.31,10
I001966,O000785,P0121,1,65340.89,20
I001967,O000486,P0037,3,20857.09,30
I001968,O000793,P0186,3,52336.3,30
I001969,O000680,P0144,2,1576.88,10
I001970,O000995,P0055,3,26140.9,30
I001971,O000346,P0062,2,53172.47,30
I001972,O000559,P0070,4,49956.14,5
I001973,O000258,P0184,5,22460.76,5
I001974,O000820,P0082,3,65158.04,0
I001975,O000343,P0085,4,39658.3,15
I001976,O000460,P0093,3,4473.7,5
I001977,O000579,P0053,1,70574.08,10
I001978,O000333,P0197,4,5786.45,0
I001979,O000615,P0171,2,36374.25,0
I001980,O000798,P0119,4,89394.86,0
I001981,O000337,P0037,4,20479.4,25
I001982,O000173,P0046,4,71717.74,5
I001983,O000838,P0081,3,26348.0,5
I001984,O000915,P0001,2,61701.12,30
I001985,O000366,P0145,-1,55144.75,30
I001986,O000942,P0180,3,62644.8,25
I001987,O000929,P0047,5,12644.52,20
I001988,O000033,P0087,1,19059.66,30
I001989,O000722,P0114,2,36507.47,10
I001990,O000761,P0182,3,28941.71,25
I001991,O000850,P0193,1,45728.37,25
I001992,O000222,P0160,1,55470.66,0
