Txn_ID,Order_Date,Cust_ID,Prod_ID,Store_Code,Quantity,Discount,Payment_Mode,Created_On,Updated_On
TB103611,2024-10-25,CB1177,PB1107,SB112,5,15.0,cash,2024-10-25,2024-10-27
TB103612,2024-03-26,CB1214,PB1018,SB116,1,,Card,2024-03-28,2024-04-11
TB103613,2026-01-18,CB1127,PB1057,SB109,4,15.0,Net Banking,2026-01-18,2026-01-31
TB103614,2023-07-15,CB1244,PB1048,SB114,6,0.0,Card,2023-07-15,2023-08-11
TB103615,2025-05-21,CB1218,PB1004,SB117,3,0.0,Cash,2025-05-22,2025-06-19
TB103616,2025-12-12,CB1201,PB1021,SB101,8,,UPI,2025-12-12,2025-12-28
TB103617,2025-05-18,CB1221,PB1031,SB101,10,0.0,CARD,2025-05-20,2025-05-27
TB103618,2024-11-19,CB1031,PB1040,SB111,8,,UPI,2024-11-19,2024-12-02
TB103619,2024-11-06,CB1074,PB1118,SB105,9,20.0,Net Banking,2024-11-08,2024-11-27
TB103620,2025-06-21,CB1111,PB1036,SB108,3,0.0,UPI,2025-06-21,2025-07-12
TB103621,2024-09-23,CB1333,PB1020,SB102,5,0.0,Card,2024-09-25,2024-10-06
TB103622,2025-01-26,CB1153,PB1047,SB102,7,5.0,Card,2025-01-28,2025-02-23
TB103623,2026-02-06,CB1055,PB1032,SB109,4,,Card,2026-02-06,2026-03-03
TB103624,2025-08-23,CB1194,PB1060,SB106,8,10.0,upi,2025-08-24,2025-09-17
TB103625,2023-08-14,CB1013,PB1096,SB110,10,10.0,Cash,2023-08-16,2023-08-26
TB103626,2024-02-02,CB1332,PB1039,SB108,4,,Net Banking,2024-02-02,2024-02-18
TB103627,2025-02-01,CB1335,PB1110,SB106,1,0.0,net banking,2025-02-01,2025-03-02
TB103628,2025-09-17,CB1165,PB1003,SB114,2,,Card,2025-09-17,2025-10-08
TB103629,2023-08-23,CB1065,PB1050,SB111,10,15.0,upi,2023-08-25,2023-09-23
TB103630,2025-07-14,CB1058,PB1108,SB114,9,5.0,Card,2025-07-14,2025-08-10
TB103631,2023-06-20,CB1251,PB1030,SB105,9,,Card,2023-06-22,2023-06-23
TB103632,2023-07-20,CB1291,PB1116,SB103,7,5.0,cash,2023-07-22,2023-08-08
TB103633,2025-06-25,CB1248,PB1015,SB101,7,15.0,cash,2025-06-25,2025-07-16
TB103634,2023-10-08,CB1250,PB1001,SB115,8,,Cash,2023-10-10,2023-10-26
TB103635,2024-12-10,CB1192,PB1111,SB107,2,20.0,UPI,2024-12-12,2025-01-04
TB103636,2024-06-04,CB1091,PB1001,SB105,1,0.0,Net Banking,2024-06-05,2024-06-15
TB103637,2025-12-02,CB1314,PB1005,SB107,9,15.0,Cash,2025-12-02,2025-12-19
TB103638,2024-12-10,CB1258,PB1052,SB115,6,20.0,Net Banking,2024-12-10,2024-12-15
TB103639,2023-04-07,CB1005,PB1078,SB107,5,0.0,Cash,2023-04-07,2023-04-27
TB103640,2025-04-15,CB1153,PB1081,SB103,6,15.0,Card,2025-04-17,2025-05-09
TB103641,2024-05-06,CB1023,PB1010,SB108,2,20.0,Card,2024-05-07,2024-05-24
TB103642,2025-07-03,CB1052,PB1032,SB108,6,0.0,Cash,2025-07-03,2025-07-05
TB103643,2025-02-07,CB1082,PB1020,SB101,5,20.0,upi,2025-02-07,2025-02-10
TB103644,2024-04-26,CB1186,PB1102,SB108,3,20.0,Card,2024-04-28,2024-05-19
TB103645,2023-03-06,CB1345,PB1050,SB117,2,5.0,upi,2023-03-08,2023-03-31
TB103646,2025-04-21,CB1276,PB1073,SB103,4,0.0,net banking,2025-04-21,2025-05-04
TB103647,2024-05-17,CB1239,PB1096,SB117,1,20.0,Cash,2024-05-19,2024-05-31
TB103648,2025-09-22,CB1022,PB1003,SB112,1,5.0,Card,2025-09-23,2025-10-08
TB103649,2023-06-15,CB1026,PB1061,SB101,2,,net banking,2023-06-16,2023-07-08
TB103650,2023-08-22,CB1187,PB1112,SB101,9,10.0,cash,2023-08-23,2023-08-30
TB103651,2023-08-02,CB1271,PB1048,SB103,1,15.0,upi,2023-08-02,2023-08-08
TB103652,2023-06-14,CB1186,PB1034,SB112,5,,Net Banking,2023-06-16,2023-06-24
TB103653,2025-08-25,CB1174,PB1050,SB104,6,15.0,Card,2025-08-25,2025-09-13
TB103654,2025-07-17,CB1225,PB1058,SB104,4,0.0,Net Banking,2025-07-18,2025-08-02
TB103655,2023-10-17,CB1206,PB1014,SB105,6,20.0,Net Banking,2023-10-18,2023-10-25
TB103656,2025-02-20,CB1191,PB1047,SB116,1,5.0,CARD,2025-02-21,2025-03-10
TB103657,2025-07-28,CB1245,PB1096,SB110,9,20.0,UPI,2025-07-28,2025-08-03
TB103658,2023-12-06,CB1342,PB1049,SB103,5,5.0,Cash,2023-12-08,2023-12-12
TB103659,2024-08-31,CB1254,PB1055,SB107,3,15.0,CARD,2024-09-01,2024-09-29
TB103660,2023-01-02,CB1037,PB1104,SB115,2,,Net Banking,2023-01-03,2023-02-02
TB103661,2023-07-18,CB1192,PB1024,SB110,2,5.0,CARD,2023-07-20,2023-07-29
TB103662,2023-08-19,CB1107,PB1114,SB114,7,20.0,Cash,2023-08-21,2023-09-02
TB103663,2025-09-08,CB1161,PB1049,SB118,7,10.0,Net Banking,2025-09-08,2025-10-04
TB103664,2025-11-11,CB1194,PB1071,SB118,4,0.0,CARD,2025-11-12,2025-12-11
TB103665,2023-01-07,CB1250,PB1088,SB108,4,20.0,Net Banking,2023-01-07,2023-01-15
TB103666,2024-04-09,CB1296,PB1024,SB105,6,0.0,upi,2024-04-11,2024-05-07
TB103667,2023-12-10,CB1169,PB1077,SB108,7,0.0,Cash,2023-12-11,2024-01-09
TB103668,2023-05-12,CB1194,PB1096,SB105,1,10.0,upi,2023-05-12,2023-06-10
TB103669,2023-06-17,CB1263,PB1021,SB109,3,5.0,net banking,2023-06-19,2023-07-03
TB103670,2023-09-12,CB1275,PB1015,SB115,2,0.0,Net Banking,2023-09-14,2023-09-20
TB103671,2023-04-20,CB1270,PB1079,SB117,8,,Cash,2023-04-21,2023-05-01
TB103672,2026-03-26,CB1315,PB1058,SB102,10,10.0,cash,2026-03-27,2026-04-24
TB103673,2023-11-27,CB1057,PB1036,SB118,2,15.0,Net Banking,2023-11-27,2023-11-30
TB103674,2024-11-18,CB1284,PB1080,SB118,2,20.0,upi,2024-11-19,2024-11-30
TB103675,2023-01-20,CB1324,PB1103,SB111,4,15.0,Net Banking,2023-01-21,2023-01-23
TB103676,2024-05-13,CB1087,PB1077,SB115,2,5.0,cash,2024-05-13,2024-05-26
TB103677,2024-12-22,CB1053,PB1054,SB110,7,5.0,Net Banking,2024-12-23,2025-01-18
TB103678,2024-03-22,CB1037,PB1012,SB107,9,20.0,UPI,2024-03-23,2024-04-21
TB103679,2025-03-13,CB1059,PB1098,SB107,1,5.0,UPI,2025-03-15,2025-04-14
TB103680,2025-10-20,CB1097,PB1102,SB106,6,15.0,upi,2025-10-20,2025-11-02
TB103681,2025-03-07,CB1216,PB1118,SB104,4,,CARD,2025-03-07,2025-04-01
TB103682,2023-06-07,CB1138,PB1075,SB102,6,20.0,UPI,2023-06-08,2023-06-27
TB103683,2024-09-27,CB1244,PB1087,SB106,4,0.0,cash,2024-09-29,2024-10-18
TB103684,2024-08-28,CB1116,PB1044,SB114,9,10.0,CARD,2024-08-29,2024-09-14
TB103685,2026-01-27,CB1112,PB1078,SB105,5,15.0,Card,2026-01-27,2026-01-31
TB103686,2024-10-21,CB1036,PB1107,SB106,5,15.0,cash,2024-10-22,2024-10-25
TB103687,2026-02-16,CB1253,PB1112,SB114,5,,Card,2026-02-16,2026-03-08
TB103688,2023-08-06,CB1208,PB1104,SB102,4,,upi,2023-08-08,2023-08-13
TB103689,2026-01-15,CB1134,PB1046,SB109,10,20.0,upi,2026-01-16,2026-01-23
TB103690,2024-03-01,CB1163,PB1030,SB104,5,20.0,cash,2024-03-03,2024-03-27
TB103691,2025-03-08,CB1125,PB1002,SB116,10,0.0,Net Banking,2025-03-08,2025-04-01
TB103692,2025-12-03,CB1024,PB1084,SB114,10,10.0,Cash,2025-12-05,2025-12-28
TB103693,2025-01-12,CB1323,PB1036,SB102,3,15.0,Card,2025-01-14,2025-01-31
TB103694,2023-08-09,CB1169,PB1084,SB103,4,,Net Banking,2023-08-10,2023-08-25
TB103695,2025-03-31,CB1111,PB1080,SB116,4,0.0,CARD,2025-04-02,2025-04-04
TB103696,2025-05-28,CB1062,PB1062,SB108,3,15.0,Cash,2025-05-29,2025-05-29
TB103697,2023-01-23,CB1068,PB1084,SB106,5,5.0,Card,2023-01-25,2023-02-23
TB103698,2024-07-07,CB1118,PB1104,SB102,9,20.0,Net Banking,2024-07-07,2024-07-29
TB103699,2024-05-18,CB1161,PB1040,SB101,7,5.0,upi,2024-05-18,2024-06-10
TB103700,2026-01-19,CB1138,PB1022,SB110,5,10.0,Cash,2026-01-19,2026-02-08
TB103701,2023-11-15,CB1144,PB1032,SB112,3,0.0,UPI,2023-11-17,2023-12-08
TB103702,2024-09-22,CB1061,PB1086,SB117,2,10.0,Net Banking,2024-09-23,2024-10-06
TB103703,2023-05-14,CB1314,PB1103,SB110,1,10.0,upi,2023-05-15,2023-05-28
TB103704,2024-09-24,CB1277,PB1080,SB103,10,5.0,CARD,2024-09-25,2024-10-06
TB103705,2025-08-15,CB1154,PB1108,SB111,3,10.0,upi,2025-08-15,2025-08-25
TB103706,2023-04-25,CB1039,PB1086,SB103,7,5.0,UPI,2023-04-27,2023-05-26
TB103707,2024-02-13,CB1137,PB1024,SB106,10,10.0,UPI,2024-02-14,2024-02-26
TB103708,2023-12-24,CB1222,PB1075,SB114,7,15.0,Card,2023-12-24,2024-01-08
TB103709,2023-12-10,CB1276,PB1050,SB103,4,5.0,Cash,2023-12-12,2023-12-23
TB103710,2023-07-10,CB1312,PB1087,SB101,4,20.0,CARD,2023-07-10,2023-07-30
TB103711,2024-09-17,CB1151,PB1001,SB113,3,,Net Banking,2024-09-17,2024-09-25
TB103712,2023-12-30,CB1210,PB1025,SB107,5,5.0,Cash,2024-01-01,2024-01-24
TB103713,2025-11-25,CB1132,PB1027,SB116,4,5.0,cash,2025-11-27,2025-12-16
TB103714,2023-07-29,CB1314,PB1033,SB102,7,15.0,Net Banking,2023-07-31,2023-08-16
TB103715,2025-01-11,CB1288,PB1023,SB113,4,10.0,Card,2025-01-12,2025-01-17
TB103716,2026-02-09,CB1138,PB1027,SB111,8,0.0,UPI,2026-02-10,2026-02-20
TB103717,2026-03-28,CB1319,PB1048,SB109,9,20.0,net banking,2026-03-29,2026-04-03
TB103718,2023-01-17,CB1217,PB1037,SB111,10,15.0,CARD,2023-01-17,2023-02-04
TB103719,2024-10-22,CB1169,PB1006,SB109,7,15.0,net banking,2024-10-24,2024-10-27
TB103720,2023-09-13,CB1020,PB1098,SB111,1,5.0,Cash,2023-09-15,2023-10-01
TB103721,2023-10-07,CB1141,PB1037,SB113,4,15.0,Net Banking,2023-10-09,2023-10-25
TB103722,2025-11-23,CB1276,PB1079,SB109,10,15.0,net banking,2025-11-24,2025-12-07
TB103723,2023-02-03,CB1329,PB1003,SB114,8,0.0,UPI,2023-02-04,2023-02-26
TB103724,2023-06-24,CB1042,PB1004,SB107,2,15.0,Cash,2023-06-25,2023-07-14
TB103725,2025-07-06,CB1184,PB1054,SB114,8,15.0,cash,2025-07-06,2025-07-16
TB103726,2023-01-01,CB1259,PB1055,SB101,9,0.0,upi,2023-01-03,2023-01-13
TB103727,2025-02-26,CB1289,PB1114,SB106,5,10.0,CARD,2025-02-27,2025-03-20
TB103728,2024-08-04,CB1328,PB1056,SB117,10,10.0,cash,2024-08-06,2024-08-12
TB103729,2023-02-08,CB1210,PB1053,SB108,6,0.0,net banking,2023-02-09,2023-02-19
TB103730,2024-12-03,CB1092,PB1102,SB118,5,5.0,Net Banking,2024-12-04,2024-12-05
TB103731,2023-05-28,CB1301,PB1022,SB111,9,,net banking,2023-05-29,2023-06-24
TB103732,2023-09-12,CB1170,PB1008,SB108,3,0.0,cash,2023-09-13,2023-10-13
TB103733,2025-10-01,CB1155,PB1066,SB103,7,5.0,Net Banking,2025-10-02,2025-10-25
TB103734,2024-05-25,CB1126,PB1098,SB114,10,10.0,UPI,2024-05-27,2024-06-16
TB103735,2025-02-28,CB1114,PB1003,SB103,6,20.0,UPI,2025-02-28,2025-03-10
TB103736,2023-06-12,CB1194,PB1077,SB111,10,20.0,upi,2023-06-12,2023-06-26
TB103737,2024-03-02,CB1189,PB1019,SB116,9,10.0,net banking,2024-03-02,2024-03-26
TB103738,2024-12-18,CB1111,PB1050,SB111,1,15.0,Net Banking,2024-12-20,2025-01-01
TB103739,2023-10-28,CB1111,PB1033,SB110,7,5.0,Cash,2023-10-28,2023-11-27
TB103740,2024-03-08,CB1261,PB1100,SB113,7,10.0,CARD,2024-03-10,2024-03-29
TB103741,2024-04-21,CB1101,PB1029,SB112,3,0.0,net banking,2024-04-21,2024-05-08
TB103742,2025-05-13,CB1230,PB1113,SB108,1,,upi,2025-05-13,2025-05-28
TB103743,2025-07-03,CB1237,PB1114,SB114,8,10.0,Card,2025-07-04,2025-07-12
TB103744,2025-04-26,CB1228,PB1069,SB111,7,5.0,UPI,2025-04-26,2025-05-08
TB103745,2025-11-09,CB1251,PB1105,SB116,10,20.0,Cash,2025-11-11,2025-12-09
TB103746,2025-10-12,CB1333,PB1031,SB110,5,10.0,cash,2025-10-13,2025-11-01
TB103747,2023-10-11,CB1236,PB1101,SB109,8,5.0,UPI,2023-10-13,2023-10-24
TB103748,2024-05-06,CB1286,PB1061,SB110,7,15.0,UPI,2024-05-07,2024-05-19
TB103749,2024-06-27,CB1240,PB1046,SB103,7,15.0,Cash,2024-06-27,2024-06-27
TB103750,2025-06-30,CB1039,PB1041,SB116,2,10.0,CARD,2025-07-01,2025-07-07
TB103751,2024-03-01,CB1017,PB1083,SB102,1,20.0,Cash,2024-03-01,2024-03-20
TB103752,2023-03-10,CB1260,PB1020,SB108,6,15.0,Cash,2023-03-11,2023-03-22
TB103753,2024-06-23,CB1336,PB1085,SB114,6,20.0,cash,2024-06-24,2024-07-01
TB103754,2024-05-18,CB1347,PB1017,SB114,4,5.0,Net Banking,2024-05-19,2024-06-18
TB103755,2023-03-07,CB1019,PB1034,SB115,1,,UPI,2023-03-09,2023-03-30
TB103756,2026-03-14,CB1126,PB1105,SB110,1,0.0,cash,2026-03-16,2026-03-18
TB103757,2025-05-13,CB1257,PB1073,SB113,10,20.0,cash,2025-05-13,2025-05-15
TB103758,2023-06-14,CB1258,PB1028,SB115,6,0.0,Cash,2023-06-14,2023-07-01
TB103759,2025-04-02,CB1241,PB1058,SB114,5,10.0,upi,2025-04-03,2025-04-05
TB103760,2025-11-11,CB1262,PB1063,SB101,7,,Cash,2025-11-13,2025-12-07
TB103761,2025-08-03,CB1344,PB1084,SB113,7,15.0,Card,2025-08-05,2025-08-23
TB103762,2023-02-02,CB1189,PB1052,SB111,3,,cash,2023-02-04,2023-02-15
TB103763,2023-02-04,CB1142,PB1092,SB106,2,20.0,CARD,2023-02-06,2023-02-26
TB103764,2024-04-19,CB1096,PB1064,SB114,10,5.0,Cash,2024-04-19,2024-05-12
TB103765,2023-02-05,CB1320,PB1069,SB114,4,15.0,Card,2023-02-06,2023-02-14
TB103766,2023-11-15,CB1035,PB1028,SB103,6,0.0,Net Banking,2023-11-15,2023-11-23
TB103767,2025-02-09,CB1231,PB1112,SB108,5,15.0,CARD,2025-02-09,2025-02-18
TB103768,2026-02-04,CB1233,PB1094,SB117,5,0.0,cash,2026-02-06,2026-03-04
TB103769,2023-12-10,CB1066,PB1001,SB107,5,10.0,cash,2023-12-11,2023-12-25
TB103770,2024-06-21,CB1116,PB1101,SB117,3,0.0,net banking,2024-06-22,2024-06-25
TB103771,2024-04-07,CB1212,PB1040,SB116,7,20.0,net banking,2024-04-08,2024-04-10
TB103772,2024-09-11,CB1188,PB1010,SB117,4,0.0,CARD,2024-09-11,2024-09-17
TB103773,2023-01-18,CB1101,PB1035,SB114,6,20.0,cash,2023-01-18,2023-01-29
TB103774,2025-12-30,CB1270,PB1100,SB118,10,5.0,cash,2025-12-30,2026-01-10
TB103775,2023-12-10,CB1309,PB1042,SB111,9,15.0,UPI,2023-12-12,2023-12-15
TB103776,2026-03-28,CB1088,PB1071,SB113,2,,cash,2026-03-30,2026-04-08
TB103777,2025-01-09,CB1236,PB1045,SB106,7,0.0,CARD,2025-01-11,2025-02-06
TB103778,2026-01-06,CB1113,PB1040,SB118,10,0.0,upi,2026-01-06,2026-02-05
TB103779,2026-01-26,CB1101,PB1069,SB103,1,0.0,Cash,2026-01-28,2026-02-21
TB103780,2025-02-27,CB1089,PB1040,SB106,10,5.0,upi,2025-02-27,2025-03-07
TB103781,2025-01-27,CB1027,PB1108,SB104,4,,Card,2025-01-29,2025-02-12
TB103782,2023-05-10,CB1099,PB1038,SB103,8,5.0,upi,2023-05-12,2023-05-22
TB103783,2024-08-28,CB1128,PB1011,SB111,4,0.0,cash,2024-08-30,2024-09-11
TB103784,2025-01-12,CB1165,PB1029,SB102,2,0.0,CARD,2025-01-12,2025-02-08
TB103785,2023-05-01,CB1226,PB1069,SB103,8,0.0,upi,2023-05-02,2023-05-11
TB103786,2023-04-08,CB1185,PB1079,SB118,7,,Cash,2023-04-10,2023-05-08
TB103787,2024-10-02,CB1122,PB1096,SB110,7,15.0,cash,2024-10-03,2024-10-17
TB103788,2024-09-13,CB1306,PB1076,SB104,3,20.0,Card,2024-09-13,2024-10-08
TB103789,2025-04-12,CB1175,PB1020,SB102,5,20.0,Net Banking,2025-04-14,2025-05-11
TB103790,2024-09-20,CB1012,PB1054,SB104,2,20.0,Net Banking,2024-09-22,2024-09-24
TB103791,2025-02-18,CB1031,PB1115,SB117,1,0.0,Card,2025-02-20,2025-03-11
TB103792,2023-11-24,CB1208,PB1069,SB105,2,5.0,Net Banking,2023-11-26,2023-12-04
TB103793,2025-10-28,CB1325,PB1104,SB116,2,,cash,2025-10-28,2025-11-01
TB103794,2025-04-03,CB1292,PB1100,SB113,10,15.0,Card,2025-04-03,2025-04-23
TB103795,2023-03-04,CB1255,PB1074,SB103,5,,UPI,2023-03-06,2023-03-12
TB103796,2023-01-23,CB1339,PB1103,SB112,3,5.0,net banking,2023-01-24,2023-02-11
TB103797,2023-09-23,CB1026,PB1091,SB107,8,,Card,2023-09-23,2023-10-10
TB103798,2023-10-26,CB1137,PB1072,SB111,8,,net banking,2023-10-26,2023-10-27
TB103799,2023-09-21,CB1238,PB1016,SB105,9,5.0,cash,2023-09-22,2023-10-17
TB103800,2023-06-30,CB1170,PB1087,SB117,1,5.0,UPI,2023-07-01,2023-07-11
TB103801,2023-10-29,CB1009,PB1104,SB113,7,20.0,UPI,2023-10-31,2023-11-30
TB103802,2024-08-12,CB1135,PB1002,SB114,3,5.0,cash,2024-08-14,2024-08-14
TB103803,2024-09-07,CB1311,PB1044,SB102,7,15.0,UPI,2024-09-08,2024-09-16
TB103804,2024-06-10,CB1259,PB1043,SB114,10,20.0,Net Banking,2024-06-10,2024-06-30
TB103805,2024-06-15,CB1169,PB1081,SB112,7,0.0,Net Banking,2024-06-15,2024-06-16
TB103806,2023-10-03,CB1272,PB1066,SB117,8,20.0,net banking,2023-10-03,2023-10-19
TB103807,2025-02-19,CB1320,PB1107,SB108,10,,upi,2025-02-20,2025-03-05
TB103808,2024-02-26,CB1332,PB1017,SB105,7,0.0,UPI,2024-02-27,2024-03-19
TB103809,2023-06-30,CB1285,PB1049,SB101,4,,Cash,2023-06-30,2023-07-25
TB103810,2025-09-14,CB1041,PB1097,SB101,8,,CARD,2025-09-16,2025-09-24
TB103811,2025-11-08,CB1132,PB1110,SB117,2,10.0,cash,2025-11-08,2025-11-14
TB103812,2024-05-18,CB1149,PB1040,SB103,10,,upi,2024-05-20,2024-05-25
TB103813,2024-06-15,CB1186,PB1030,SB110,1,20.0,net banking,2024-06-16,2024-07-11
TB103814,2023-09-20,CB1048,PB1095,SB114,6,20.0,net banking,2023-09-22,2023-09-29
TB103815,2024-03-16,CB1114,PB1017,SB113,6,20.0,net banking,2024-03-18,2024-03-19
TB103816,2023-01-17,CB1207,PB1105,SB117,9,20.0,Net Banking,2023-01-19,2023-01-27
TB103817,2024-11-10,CB1304,PB1115,SB106,3,,cash,2024-11-11,2024-12-03
TB103818,2025-12-31,CB1085,PB1092,SB118,9,5.0,UPI,2026-01-02,2026-01-07
TB103819,2023-08-15,CB1192,PB1027,SB102,4,5.0,Net Banking,2023-08-17,2023-08-23
TB103820,2025-11-10,CB1153,PB1088,SB114,9,15.0,net banking,2025-11-12,2025-11-22
TB103821,2025-04-18,CB1313,PB1052,SB109,1,20.0,cash,2025-04-20,2025-05-05
TB103822,2026-02-03,CB1295,PB1042,SB116,5,10.0,cash,2026-02-03,2026-02-18
TB103823,2023-10-28,CB1042,PB1062,SB111,4,10.0,cash,2023-10-28,2023-11-04
TB103824,2024-11-06,CB1319,PB1063,SB109,9,5.0,net banking,2024-11-08,2024-11-28
TB103825,2024-07-20,CB1326,PB1038,SB117,2,,Net Banking,2024-07-20,2024-08-19
TB103826,2023-11-17,CB1334,PB1016,SB116,2,10.0,Net Banking,2023-11-18,2023-12-02
TB103827,2024-06-10,CB1209,PB1046,SB111,10,10.0,upi,2024-06-11,2024-06-18
TB103828,2025-01-03,CB1314,PB1052,SB115,2,10.0,Net Banking,2025-01-05,2025-01-18
TB103829,2024-05-01,CB1106,PB1045,SB117,10,0.0,Card,2024-05-03,2024-05-03
TB103830,2023-05-05,CB1044,PB1098,SB111,1,5.0,net banking,2023-05-05,2023-05-17
TB103831,2023-11-14,CB1065,PB1068,SB109,3,10.0,CARD,2023-11-14,2023-12-13
TB103832,2024-09-17,CB1196,PB1053,SB118,8,5.0,UPI,2024-09-19,2024-10-08
TB103833,2026-03-08,CB1336,PB1089,SB102,7,10.0,upi,2026-03-10,2026-03-26
TB103834,2025-11-02,CB1101,PB1117,SB110,4,0.0,UPI,2025-11-02,2025-11-10
TB103835,2023-05-28,CB1124,PB1048,SB117,8,5.0,Net Banking,2023-05-29,2023-06-25
TB103836,2025-03-30,CB1168,PB1034,SB109,6,0.0,Net Banking,2025-04-01,2025-04-16
TB103837,2023-02-02,CB1202,PB1006,SB114,3,20.0,net banking,2023-02-03,2023-02-10
TB103838,2024-07-01,CB1254,PB1018,SB102,3,15.0,cash,2024-07-03,2024-07-29
TB103839,2024-02-27,CB1320,PB1074,SB103,5,,upi,2024-02-28,2024-03-28
TB103840,2023-11-10,CB1228,PB1095,SB105,7,10.0,cash,2023-11-12,2023-11-28
TB103841,2023-03-29,CB1333,PB1108,SB107,6,10.0,CARD,2023-03-29,2023-03-31
TB103842,2023-02-10,CB1164,PB1071,SB105,6,15.0,upi,2023-02-12,2023-02-27
TB103843,2023-11-22,CB1112,PB1078,SB112,5,15.0,Net Banking,2023-11-23,2023-11-28
TB103844,2025-09-05,CB1203,PB1001,SB115,5,10.0,UPI,2025-09-07,2025-09-23
TB103845,2025-09-11,CB1292,PB1013,SB117,10,,upi,2025-09-12,2025-09-14
TB103846,2025-07-23,CB1079,PB1074,SB109,2,10.0,Cash,2025-07-24,2025-08-04
TB103847,2023-07-16,CB1106,PB1087,SB104,6,5.0,Net Banking,2023-07-17,2023-08-05
TB103848,2024-07-18,CB1345,PB1098,SB108,9,5.0,cash,2024-07-20,2024-08-06
TB103849,2026-03-14,CB1223,PB1045,SB113,8,15.0,cash,2026-03-15,2026-03-23
TB103850,2023-03-17,CB1156,PB1093,SB109,6,10.0,CARD,2023-03-18,2023-03-18
TB103851,2024-09-18,CB1242,PB1085,SB116,9,15.0,upi,2024-09-18,2024-10-12
TB103852,2024-11-19,CB1073,PB1093,SB101,3,20.0,Cash,2024-11-20,2024-12-15
TB103853,2023-04-21,CB1153,PB1111,SB104,4,,cash,2023-04-22,2023-05-04
TB103854,2024-03-07,CB1064,PB1007,SB102,8,15.0,upi,2024-03-08,2024-03-26
TB103855,2023-09-10,CB1233,PB1110,SB108,8,10.0,Cash,2023-09-11,2023-10-01
TB103856,2024-06-22,CB1275,PB1062,SB105,5,0.0,Card,2024-06-22,2024-07-13
TB103857,2024-12-22,CB1206,PB1033,SB104,6,20.0,CARD,2024-12-23,2025-01-06
TB103858,2024-12-02,CB1159,PB1013,SB113,8,,cash,2024-12-03,2024-12-23
TB103859,2025-02-05,CB1078,PB1031,SB105,6,20.0,cash,2025-02-06,2025-02-12
TB103860,2025-02-02,CB1177,PB1063,SB110,10,0.0,net banking,2025-02-03,2025-02-20
TB103861,2025-01-11,CB1207,PB1006,SB105,7,,Cash,2025-01-13,2025-01-16
TB103862,2023-08-29,CB1110,PB1095,SB110,4,5.0,net banking,2023-08-29,2023-09-11
TB103863,2023-01-04,CB1129,PB1052,SB115,2,15.0,upi,2023-01-05,2023-01-05
TB103864,2024-06-05,CB1251,PB1093,SB108,10,,Cash,2024-06-07,2024-06-22
TB103865,2023-09-12,CB1293,PB1044,SB102,6,,CARD,2023-09-14,2023-09-25
TB103866,2025-10-19,CB1019,PB1016,SB115,7,,UPI,2025-10-20,2025-10-31
TB103867,2024-01-27,CB1010,PB1010,SB115,2,15.0,cash,2024-01-29,2024-02-24
TB103868,2023-03-05,CB1225,PB1096,SB102,2,0.0,Net Banking,2023-03-07,2023-04-03
TB103869,2025-07-31,CB1295,PB1005,SB116,5,,Net Banking,2025-08-02,2025-08-27
TB103870,2023-12-31,CB1204,PB1116,SB105,2,10.0,upi,2024-01-02,2024-01-12
TB103871,2025-01-17,CB1300,PB1055,SB115,9,5.0,Net Banking,2025-01-19,2025-02-13
TB103872,2024-05-26,CB1123,PB1048,SB112,8,15.0,Net Banking,2024-05-27,2024-06-02
TB103873,2023-04-04,CB1069,PB1069,SB118,3,15.0,CARD,2023-04-05,2023-04-06
TB103874,2024-07-07,CB1177,PB1105,SB104,4,5.0,CARD,2024-07-07,2024-08-06
TB103875,2023-01-15,CB1310,PB1060,SB110,1,5.0,Card,2023-01-15,2023-01-23
TB103876,2025-10-05,CB1222,PB1052,SB108,4,20.0,cash,2025-10-07,2025-10-16
TB103877,2025-09-09,CB1212,PB1057,SB103,10,,Cash,2025-09-11,2025-10-05
TB103878,2025-12-01,CB1341,PB1007,SB115,1,,CARD,2025-12-01,2025-12-07
TB103879,2025-01-15,CB1079,PB1050,SB101,9,10.0,Card,2025-01-17,2025-01-30
TB103880,2024-12-02,CB1122,PB1115,SB116,7,,Cash,2024-12-02,2025-01-01
TB103881,2023-05-20,CB1200,PB1055,SB104,9,20.0,upi,2023-05-20,2023-06-17
TB103882,2023-09-16,CB1039,PB1034,SB106,3,5.0,cash,2023-09-18,2023-09-22
TB103883,2023-11-22,CB1251,PB1102,SB118,10,0.0,Card,2023-11-23,2023-11-25
TB103884,2024-11-13,CB1164,PB1058,SB109,7,10.0,Cash,2024-11-15,2024-12-12
TB103885,2025-02-12,CB1192,PB1088,SB111,3,5.0,Cash,2025-02-13,2025-03-07
TB103886,2024-08-09,CB1273,PB1086,SB111,2,20.0,upi,2024-08-09,2024-08-12
TB103887,2024-03-13,CB1262,PB1003,SB111,4,15.0,Card,2024-03-14,2024-04-12
TB103888,2023-04-29,CB1052,PB1089,SB107,9,,net banking,2023-04-29,2023-05-16
TB103889,2025-05-28,CB1144,PB1111,SB116,9,0.0,upi,2025-05-30,2025-06-08
TB103890,2024-06-16,CB1015,PB1010,SB109,3,5.0,CARD,2024-06-17,2024-07-08
TB103891,2024-02-11,CB1050,PB1015,SB106,1,10.0,net banking,2024-02-11,2024-02-21
TB103892,2023-12-13,CB1101,PB1001,SB117,1,15.0,net banking,2023-12-15,2023-12-21
