order_id,customer_id,order_date,status,region_code
O000861,C0459,2024-08-17 17:58:33,DELIVERED,WEST
O000862,C0339,2026-03-05 15:00:05,DELIVERED,WEST
O000863,C0355,2024-12-08 19:59:22,DELIVERED,EAST
O000864,C0083,2025-04-15 00:51:02,PLACED,WEST
O000865,C0199,2026-01-20 11:25:44,DELIVERED,SOUTH
O000866,C0226,2026-03-30 21:27:20,SHIPPED,CENTRAL
O000867,C0202,2024-10-06 01:15:05,SHIPPED,CENTRAL
O000868,C0394,2024-08-24 19:20:18,PLACED,WEST
O000869,C0367,2026-06-09 03:34:50,PLACED,CENTRAL
O000870,C0373,2026-05-23 22:11:03,CANCELLED,SOUTH
O000871,C0335,2026-04-11 13:45:12,CANCELLED,EAST
O000872,C0078,2026-03-07 01:23:56,RETURNED,NORTH
O000873,C0264,2024-07-25 23:58:10,CANCELLED,WEST
O000874,C0207,2025-12-04 18:29:20,PLACED,CENTRAL
O000875,,2024-10-05 06:04:35,CANCELLED,NORTH
O000876,C0291,2025-06-09 17:28:03,DELIVERED,EAST
O000877,C0206,2024-08-01 14:00:47,PLACED,EAST
O000878,C0274,2024-12-15 15:27:32,CANCELLED,EAST
O000879,C0332,2025-08-12 23:15:27,CANCELLED,SOUTH
O000880,C0154,2024-12-11 20:09:05,DELIVERED,WEST
O000881,C0044,2025-08-02 04:51:01,SHIPPED,SOUTH
O000882,C0019,2025-01-20 21:52:19,RETURNED,SOUTH
O000883,C0251,2025-07-03 19:23:23,DELIVERED,WEST
O000884,C0274,2025-12-31 03:52:26,PLACED,NORTH
O000885,C0174,2024-10-27 05:14:21,PLACED,WEST
O000886,C0061,2025-12-08 09:26:43,RETURNED,WEST
O000887,C0482,2024-07-29 09:34:57,SHIPPED,CENTRAL
O000888,C0120,2025-09-14 20:10:01,SHIPPED,WEST
O000889,,2025-11-12 15:51:52,RETURNED,NORTH
O000890,C0125,2024-08-16 17:30:35,SHIPPED,NORTH
O000891,C0464,2024-11-17 09:09:59,CANCELLED,CENTRAL
O000892,C0088,2025-02-08 10:23:35,PLACED,NORTH
O000893,C0255,2026-02-12 10:52:40,PLACED,SOUTH
O000894,C0219,2025-10-10 09:03:57,CANCELLED,EAST
O000895,C0062,2024-08-23 17:52:09,SHIPPED,EAST
O000896,C0429,2025-11-06 06:06:17,PLACED,CENTRAL
O000897,C0089,2024-07-22 01:18:53,SHIPPED,WEST
O000898,C0087,2025-04-25 20:44:39,CANCELLED,SOUTH
O000899,C0474,2025-01-30 03:41:15,RETURNED,WEST
O000900,C0399,2026-03-30 09:30:48,PLACED,NORTH
O000901,C0004,2025-11-10 03:46:01,RETURNED,EAST
O000902,C0214,2026-04-08 07:23:10,CANCELLED,SOUTH
O000903,C0106,2024-07-29 21:40:34,CANCELLED,WEST
O000904,C0123,2026-04-10 14:13:39,PLACED,CENTRAL
O000905,C0093,2025-11-02 08:22:07,PLACED,EAST
O000906,C0179,2024-12-31 19:56:29,SHIPPED,NORTH
O000907,C0272,2025-04-20 01:28:29,RETURNED,CENTRAL
O000908,C0113,2026-06-29 08:41:45,SHIPPED,EAST
O000909,C0028,2024-09-26 17:24:31,CANCELLED,WEST
O000910,C0091,2025-03-03 09:37:36,PLACED,EAST
O000911,C0146,2026-04-10 03:02:52,RETURNED,WEST
O000912,C0023,2025-08-08 06:16:12,RETURNED,SOUTH
O000913,C0081,2024-11-29 03:23:03,PLACED,NORTH
O000914,C0459,2025-07-16 16:22:26,RETURNED,EAST
O000915,C0215,2025-06-15 12:23:58,DELIVERED,SOUTH
O000916,C0399,2026-05-23 15:31:38,SHIPPED,WEST
O000917,C0446,2024-07-31 15:55:46,PLACED,WEST
O000918,C0300,2025-01-12 16:21:51,SHIPPED,SOUTH
O000919,C0476,2025-08-06 16:39:36,DELIVERED,SOUTH
O000920,C0235,2025-03-16 15:11:12,DELIVERED,SOUTH
O000921,C0172,2025-04-29 08:06:03,PLACED,EAST
O000922,C0070,2024-11-07 15:44:41,CANCELLED,SOUTH
O000923,C0390,2025-03-26 06:46:58,RETURNED,SOUTH
O000924,C0405,2025-03-30 00:46:31,SHIPPED,CENTRAL
O000925,C0497,2025-10-15 16:27:12,CANCELLED,CENTRAL
O000926,C0251,2025-01-04 12:13:57,CANCELLED,WEST
O000927,,2026-06-30 13:18:47,SHIPPED,SOUTH
O000928,C0168,2025-07-17 02:54:15,RETURNED,SOUTH
O000929,C0468,01-03-2026 00:55:12,PLACED,NORTH
O000930,C0241,2025-10-16 02:17:43,CANCELLED,CENTRAL
O000931,C0202,2026-04-18 19:45:08,PLACED,WEST
O000932,C0254,2026-04-27 09:18:22,PLACED,WEST
O000933,C0487,2026-03-03 04:54:52,SHIPPED,NORTH
O000934,C0009,2024-08-06 11:47:10,CANCELLED,CENTRAL
O000935,C0383,2025-08-25 08:08:04,CANCELLED,SOUTH
O000936,C0448,2025-02-05 15:25:41,DELIVERED,WEST
O000937,C0361,2024-11-03 18:52:45,PLACED,WEST
O000938,C0458,2026-05-02 08:03:04,DELIVERED,WEST
O000939,C0386,2025-11-07 20:12:59,RETURNED,CENTRAL
O000940,C0407,2024-09-18 02:23:03,RETURNED,EAST
O000941,C0377,2025-04-21 03:52:33,DELIVERED,NORTH
O000942,C0057,2026-06-17 16:04:55,PLACED,EAST
O000943,C0188,2025-10-06 08:21:19,PLACED,CENTRAL
O000944,C0364,2025-10-15 21:36:04,DELIVERED,SOUTH
O000945,C0277,2024-12-29 02:21:44,RETURNED,SOUTH
O000946,C0386,2025-01-07 13:05:40,DELIVERED,EAST
O000947,C0258,2024-11-04 13:07:44,PLACED,EAST
O000948,C0177,2026-06-24 22:11:45,PLACED,WEST
O000949,C0364,2026-05-11 12:14:54,DELIVERED,WEST
O000950,C0318,2025-03-13 12:03:58,PLACED,SOUTH
O000951,C0457,2025-08-16 01:23:09,CANCELLED,SOUTH
O000952,C0148,2024-12-13 23:58:24,SHIPPED,EAST
O000953,C0058,2024-10-25 04:39:40,SHIPPED,CENTRAL
O000954,C0488,2025-08-15 09:57:34,RETURNED,SOUTH
O000955,C0243,2026-02-20 10:15:43,PLACED,EAST
O000956,C0097,2026-04-07 01:40:37,SHIPPED,CENTRAL
O000957,C0331,2025-02-26 16:24:56,DELIVERED,WEST
O000958,C0304,2025-12-13 01:19:00,RETURNED,WEST
O000959,C0235,2025-08-02 14:18:37,DELIVERED,SOUTH
O000960,C0405,2024-10-22 18:23:09,DELIVERED,NORTH
O000961,C0076,2026-07-13 07:05:22,SHIPPED,CENTRAL
O000962,C0474,2026-06-28 18:03:23,SHIPPED,SOUTH
O000963,C0430,2024-10-29 23:56:46,SHIPPED,SOUTH
O000964,C0122,2026-05-28 12:38:14,RETURNED,SOUTH
O000965,C0226,2026-05-16 21:34:25,RETURNED,NORTH
O000966,C0341,2025-03-04 21:23:43,DELIVERED,WEST
O000967,C0277,2025-08-27 02:13:36,PLACED,NORTH
O000968,C0208,2026-06-08 21:37:53,CANCELLED,EAST
O000969,,2024-10-10 10:42:47,RETURNED,EAST
O000970,C0332,2025-03-04 23:10:21,DELIVERED,CENTRAL
O000971,C0342,2026-04-19 12:35:50,CANCELLED,EAST
O000972,C0353,2025-12-29 02:00:48,PLACED,SOUTH
O000973,C0348,2026-01-26 02:26:36,CANCELLED,CENTRAL
O000974,C0431,2026-04-19 21:15:15,DELIVERED,NORTH
O000975,C0312,2025-05-14 09:57:26,SHIPPED,EAST
O000976,,2025-05-12 09:04:21,CANCELLED,NORTH
O000977,C0500,2025-06-04 13:44:46,DELIVERED,CENTRAL
O000978,C0310,2026-05-29 01:35:08,DELIVERED,WEST
O000979,C0076,2026-04-30 02:39:49,CANCELLED,EAST
O000980,C0007,2026-05-28 16:29:44,CANCELLED,CENTRAL
O000981,C0045,2025-01-31 23:16:01,CANCELLED,WEST
O000982,C0148,2026-02-05 02:08:58,CANCELLED,WEST
O000983,C0072,2024-10-01 23:04:10,SHIPPED,SOUTH
O000984,C0156,2024-11-27 22:05:27,DELIVERED,NORTH
O000985,C0478,2026-01-23 22:04:02,PLACED,NORTH
O000986,C0210,2025-10-06 00:10:18,SHIPPED,CENTRAL
O000987,C0237,2025-01-26 21:42:41,SHIPPED,SOUTH
O000988,C0096,2025-09-03 04:19:53,CANCELLED,NORTH
O000989,C0422,2024-12-31 15:25:51,DELIVERED,WEST
O000990,C0287,2025-01-01 13:43:00,PLACED,SOUTH
O000991,C0135,2025-11-30 01:58:59,CANCELLED,NORTH
O000992,C0335,2025-04-04 09:36:05,SHIPPED,WEST
O000993,C0465,2025-11-30 15:22:00,PLACED,EAST
O000994,C0253,2025-06-29 02:45:55,DELIVERED,CENTRAL
O000995,C0247,2025-07-17 21:43:03,CANCELLED,NORTH
O000996,C0192,2025-09-30 16:43:13,DELIVERED,SOUTH
O000997,C0298,2025-12-18 01:58:54,SHIPPED,EAST
O000998,C0084,2025-04-15 03:16:51,DELIVERED,NORTH
O000999,C0149,2026-03-30 10:19:42,PLACED,CENTRAL
O001000,C0100,2025-07-09 22:59:32,PLACED,CENTRAL
